,listing_value,tweets_Name,tweets_Date,tweets_Text,tweets_Replies,tweets_Retweets,tweets_Likes,tweets_Images,tweets_imageURL,tweets_hrefURL,remove
941,1.0,CNN Breaking News,"Sep 15, 2019",At least 22 people were injured after a deck collapsed at a New Jersey beach house,64,176,366,https://pbs.twimg.com/media/EEeUBVPWwAE_igC?format=jpg&name=small,,,1
942,1.0,CNN Breaking News,"Sep 14, 2019","A woman and a girl were injured in a shooting after a group of parents got into an argument at a youth football game in Fort Worth, Texas, police say",602,1.1K,958,https://pbs.twimg.com/media/EEdTBigXsAU6tZN?format=png&name=small,,,1
943,1.0,CNN Breaking News,"Sep 14, 2019",US Secretary of State Mike Pompeo blames Iran for drone attacks on a Saudi oil field,207,142,230,https://pbs.twimg.com/media/EEdRWqFW4AUyAsC?format=jpg&name=small,,,1
944,1.0,CNN Breaking News,"Sep 14, 2019",An Ohio video gamer who played a role in a hoax phone call that led police to kill a man in Kansas has been sentenced to 15 months in prison,293,413,1K,https://pbs.twimg.com/media/EEb0hL9XkAEgEkh?format=jpg&name=small,,,1
945,1.0,CNN Breaking News,"Sep 14, 2019","Disney CEO Bob Iger resigned from Apple's board of directors Friday, just as the two companies are becoming streaming media competitors",29,152,337,https://pbs.twimg.com/media/EEYitx4W4AAD9rk?format=jpg&name=small,,,1
946,1.0,CNN Breaking News,"Sep 13, 2019","A person has been arrested in connection with a fire that destroyed a 119-year-old synagogue in Duluth, Minnesota, officials say",41,174,379,,,,1
947,1.0,CNN Breaking News,"Sep 13, 2019",Actress Felicity Huffman is sentenced to 14 days for her part in the college admissions scandal,545,529,742,https://pbs.twimg.com/media/EEXnXrdWkAEonzQ?format=jpg&name=small,,,1
948,1.0,CNN Breaking News,"Sep 13, 2019","Drugs to treat stomach acid and heartburn, including Zantac, were found to contain low levels of an impurity that could cause cancer, the FDA says",144,597,478,https://pbs.twimg.com/media/EEXgRgjXYAI4sfX?format=jpg&name=small,,,1
949,1.0,CNN Breaking News,"Sep 13, 2019",PG&E says it has reached an $11 billion settlement with insurance companies for claims stemming from last year's Camp Fire and 2017 wildfires in northern California,22,99,202,https://pbs.twimg.com/media/EEW2AcAWsAAzoTQ?format=jpg&name=small,,,1
950,1.0,CNN Breaking News,"Sep 13, 2019","Rocker Eddie Money, best known for the hits ""Two Tickets to Paradise"" and ""Take Me Home Tonight,"" is dead at age 70",166,750,1.2K,https://pbs.twimg.com/media/EEWxViAWsAcrnFf?format=jpg&name=small,,,1
951,1.0,CNN Breaking News,"Sep 13, 2019",The London Stock Exchange rejects Hong Kong's $37 billion takeover bid,34,113,281,https://pbs.twimg.com/media/EEWFCA3XUAEAPFO?format=jpg&name=small,,,1
952,1.0,CNN Breaking News,"Sep 13, 2019",The Democratic debate starts now. Follow live updates as Biden and Warren face off for the first time in the 2020 race and other candidates battle to stand out:,54,50,134,https://pbs.twimg.com/media/EETYHZbU0AECugm?format=jpg&name=small,,,1
953,1.0,CNN Breaking News,"Sep 12, 2019",An arrest warrant has been issued for singer R. Kelly after he failed to appear at a court hearing,208,563,1.1K,https://pbs.twimg.com/media/EETGon-XsAcfXb6?format=jpg&name=small,,,1
954,1.0,CNN Breaking News,"Sep 12, 2019",The Justice Department will reveal the name of a person believed to be connected to the Saudi government and accused of aiding two of the 9/11 hijackers,139,321,600,https://pbs.twimg.com/media/EES1KcdXkAAjTpA?format=jpg&name=small,,,1
955,1.0,CNN Breaking News,"Sep 12, 2019",A same-sex American couple whose daughter was denied birthright citizenship has filed suit against the State Department,113,292,1.7K,https://pbs.twimg.com/media/EESo488X4AAA8NU?format=jpg&name=small,,,1
956,1.0,CNN Breaking News,"Sep 12, 2019",An NTSB preliminary report on the deadly Conception dive boat fire says there was no crewmember on roving overnight watch as required by the vessel's certificate,39,114,220,https://pbs.twimg.com/media/EESPUgHXsAEUYJf?format=jpg&name=small,,,1
957,1.0,CNN Breaking News,"Sep 12, 2019","Fotis Dulos pleads not guilty to a new charge of evidence tampering in the case of his estranged wife, missing Connecticut woman Jennifer Dulos",15,42,109,https://pbs.twimg.com/media/EESGbheWkAEVksy?format=jpg&name=small,,,1
958,1.0,CNN Breaking News,"Sep 12, 2019","Officials say 1,300 people are still listed as missing nearly two weeks after Hurricane Dorian hit the Bahamas. At least 50 people were killed by the storm.",32,288,395,https://pbs.twimg.com/media/EER17NNX4AEVWGg?format=jpg&name=small,,,1
959,1.0,CNN Breaking News,"Sep 12, 2019",There's a 70% probability that a tropical depression or a tropical storm could form by Saturday that would bring heavy rain to areas of the Bahamas hit hard by Hurricane Dorian,52,230,291,https://pbs.twimg.com/media/EERdKvjWsAMCTgh?format=jpg&name=small,,,1
960,1.0,CNN Breaking News,"Sep 11, 2019",General Motors issues a recall of 3.4 million pickup trucks and SUVs in the US,164,118,192,https://pbs.twimg.com/media/EENQFDWWwAEKl31?format=jpg&name=small,,,1
961,1.0,CNN Breaking News,"Sep 11, 2019","A Chinese woman who was arrested at Mar-a-Lago, President Trump's private Florida club, is found guilty of unlawful entry and making false statements to a federal officer",50,112,345,https://pbs.twimg.com/media/EENCWPbWwAAE2VY?format=jpg&name=small,,,1
962,1.0,CNN Breaking News,"Sep 11, 2019","One person is in serious condition following a workplace stabbing in Tallahassee, Florida, a local hospital says. Two other victims are in fair condition and two more are in good condition.",88,125,171,https://pbs.twimg.com/media/EEMi00MXUAA7IWH?format=jpg&name=small,,,1
963,1.0,CNN Breaking News,"Sep 11, 2019","Team USA loses to France 89-79 to France in the quarterfinals of the FIBA World Cup, ending its 58-game winning streak in international tournaments with NBA players",70,167,354,https://pbs.twimg.com/media/EEMfUUPWkAAvuZr?format=jpg&name=small,,,1
964,1.0,CNN Breaking News,"Sep 11, 2019","Multiple people have been injured in a stabbing at Dyke Industries in Tallahassee, Florida. Police say they have a suspect in custody. Follow live updates:",168,381,305,https://pbs.twimg.com/media/EEMHG7wXUAIYpJS?format=jpg&name=small,,,1
965,1.0,CNN Breaking News,"Sep 11, 2019",President Trump will soon deliver remarks at the Pentagon as America honors the victims and heroes of the September 11 terror attacks. Follow live updates:,409,153,540,https://pbs.twimg.com/media/EEL-lexX4AIeD7E?format=jpg&name=small,,,1
966,1.0,CNN Breaking News,"Sep 11, 2019","Three judges at Scotland's highest court of appeal have ruled that the UK government's decision to shut down Parliament is unlawful, according to Britain's PA news agency",91,164,705,,,,1
967,1.0,"Johnson's advice to Queen on suspending UK Parliament was unlawful, court rules",,"Three judges at Scotland's highest court of appeal have ruled that the UK government's decision to shut down Parliament is unlawful, according to Britain's PA news agency",91,164,705,,,,1
968,1.0,Three judges at Scotland's highest court of appeal have ruled that the UK government's decision to shut down Parliament is unlawful.,,"Three judges at Scotland's highest court of appeal have ruled that the UK government's decision to shut down Parliament is unlawful, according to Britain's PA news agency",91,164,705,,,,1
969,1.0,cnn.com,,"Three judges at Scotland's highest court of appeal have ruled that the UK government's decision to shut down Parliament is unlawful, according to Britain's PA news agency",91,164,705,,,,1
970,1.0,CNN Breaking News,"Sep 11, 2019","A South Dakota hospital was evacuated after a tornado hit Sioux Falls, leaving some buildings in shreds",12,224,357,https://pbs.twimg.com/card_img/1329976297435656195/0xJuiIex?format=jpg&name=small,https://pbs.twimg.com/card_img/1329976297435656195/0xJuiIex?format=jpg&name=small,https://t.co/kHTIJlcW2o?amp=1,1
971,1.0,Sioux Falls buildings are shredded by a tornado as the mayor cites 'human error' for siren mishap,,"A South Dakota hospital was evacuated after a tornado hit Sioux Falls, leaving some buildings in shreds",12,224,357,https://pbs.twimg.com/card_img/1329976297435656195/0xJuiIex?format=jpg&name=small,https://pbs.twimg.com/card_img/1329976297435656195/0xJuiIex?format=jpg&name=small,https://t.co/kHTIJlcW2o?amp=1,1
972,1.0,"A storm that ripped through Sioux City was so treacherous, even weather forecasters had to pause their work and hunker down.",,"A South Dakota hospital was evacuated after a tornado hit Sioux Falls, leaving some buildings in shreds",12,224,357,https://pbs.twimg.com/card_img/1329976297435656195/0xJuiIex?format=jpg&name=small,https://pbs.twimg.com/card_img/1329976297435656195/0xJuiIex?format=jpg&name=small,https://t.co/kHTIJlcW2o?amp=1,1
973,1.0,cnn.com,,"A South Dakota hospital was evacuated after a tornado hit Sioux Falls, leaving some buildings in shreds",12,224,357,https://pbs.twimg.com/card_img/1329976297435656195/0xJuiIex?format=jpg&name=small,https://pbs.twimg.com/card_img/1329976297435656195/0xJuiIex?format=jpg&name=small,https://t.co/kHTIJlcW2o?amp=1,1
974,1.0,CNN Breaking News,"Sep 11, 2019","Three Australians have been detained in Iran, Australian authorities confirm",29,75,157,https://pbs.twimg.com/card_img/1328666452505845762/LTFntLvg?format=jpg&name=small,https://pbs.twimg.com/card_img/1328666452505845762/LTFntLvg?format=jpg&name=small,https://t.co/HvDbZuv0f6?amp=1,1
975,1.0,"Three Australians, two of them dual British citizens, detained in Iran",,"Three Australians have been detained in Iran, Australian authorities confirm",29,75,157,https://pbs.twimg.com/card_img/1328666452505845762/LTFntLvg?format=jpg&name=small,https://pbs.twimg.com/card_img/1328666452505845762/LTFntLvg?format=jpg&name=small,https://t.co/HvDbZuv0f6?amp=1,1
976,1.0,"Three Australian nationals, including two who also hold British citizenship, have been detained in Iran.",,"Three Australians have been detained in Iran, Australian authorities confirm",29,75,157,https://pbs.twimg.com/card_img/1328666452505845762/LTFntLvg?format=jpg&name=small,https://pbs.twimg.com/card_img/1328666452505845762/LTFntLvg?format=jpg&name=small,https://t.co/HvDbZuv0f6?amp=1,1
977,1.0,cnn.com,,"Three Australians have been detained in Iran, Australian authorities confirm",29,75,157,https://pbs.twimg.com/card_img/1328666452505845762/LTFntLvg?format=jpg&name=small,https://pbs.twimg.com/card_img/1328666452505845762/LTFntLvg?format=jpg&name=small,https://t.co/HvDbZuv0f6?amp=1,1
978,1.0,CNN Breaking News,"Sep 11, 2019",A former trainer has accused NFL star Antonio Brown of rape. He denies the allegations.,112,120,249,https://pbs.twimg.com/card_img/1331648385489784834/p4zsVT-y?format=jpg&name=small,https://pbs.twimg.com/card_img/1331648385489784834/p4zsVT-y?format=jpg&name=small,https://t.co/A1Iglmn4kv?amp=1,1
979,1.0,A former trainer has accused NFL star Antonio Brown of rape. He denies the allegations,,A former trainer has accused NFL star Antonio Brown of rape. He denies the allegations.,112,120,249,https://pbs.twimg.com/card_img/1331648385489784834/p4zsVT-y?format=jpg&name=small,https://pbs.twimg.com/card_img/1331648385489784834/p4zsVT-y?format=jpg&name=small,https://t.co/A1Iglmn4kv?amp=1,1
980,1.0,A woman who used to train New England Patriots wide receiver Antonio Brown has accused the NFL star of rape in a federal lawsuit filed in Florida on Tuesday.,,A former trainer has accused NFL star Antonio Brown of rape. He denies the allegations.,112,120,249,https://pbs.twimg.com/card_img/1331648385489784834/p4zsVT-y?format=jpg&name=small,https://pbs.twimg.com/card_img/1331648385489784834/p4zsVT-y?format=jpg&name=small,https://t.co/A1Iglmn4kv?amp=1,1
981,1.0,cnn.com,,A former trainer has accused NFL star Antonio Brown of rape. He denies the allegations.,112,120,249,https://pbs.twimg.com/card_img/1331648385489784834/p4zsVT-y?format=jpg&name=small,https://pbs.twimg.com/card_img/1331648385489784834/p4zsVT-y?format=jpg&name=small,https://t.co/A1Iglmn4kv?amp=1,1
982,1.0,CNN Breaking News,"Sep 11, 2019",CNN projection: Republican Greg Murphy has won the special election in North Carolina's 3rd District. He'll fill the seat of late GOP Congressman Walter Jones.,73,63,182,https://pbs.twimg.com/media/EEJLDEEXoAEKoym?format=jpg&name=small,,,1
983,1.0,CNN Breaking News,"Sep 10, 2019","A dozen church leaders have been indicted by a federal grand jury, accused of forced labor of mostly homeless people, a US attorney says",180,648,929,https://pbs.twimg.com/media/EEI_hUHXYAA-Rsu?format=jpg&name=small,,,1
984,1.0,CNN Breaking News,"Sep 10, 2019",Polls have closed in a special election for North Carolina's 9th Congressional District. The new election was ordered after credible allegations of ballot fraud emerged in 2018. Follow live updates:,34,62,173,https://pbs.twimg.com/media/EEI9YqGXoAoVKQf?format=jpg&name=small,,,1
985,1.0,CNN Breaking News,"Sep 10, 2019","First responders are on the scene of a train derailment in Dupo, Illinois, with billowing smoke and flames",54,243,448,https://pbs.twimg.com/media/EEIcozFVAAArB8D?format=jpg&name=small,,,1
986,1.0,CNN Breaking News,"Sep 10, 2019",Uber is laying off hundreds of employees in a second round of cuts at the newly-public company in just six weeks,36,155,222,https://pbs.twimg.com/media/EEIZe7qUwAMzSyE?format=jpg&name=small,,,1
987,1.0,CNN Breaking News,"Sep 10, 2019","The median US household income stayed flat in 2018, at $63,200, while the poverty rate fell slightly, according to new Census Bureau data",113,172,348,https://pbs.twimg.com/media/EEHGBPyU4AEOqCj?format=jpg&name=small,,,1
988,1.0,CNN Breaking News,"Sep 9, 2019","UK Prime Minister Boris Johnson has lost a second attempt to force an early election, prolonging Britain's Brexit deadlock",81,178,560,https://pbs.twimg.com/media/EED2USYXoAA7FDd?format=jpg&name=small,,,1
989,1.0,CNN Breaking News,"Sep 9, 2019","All four trapped crew members on the cargo ship that capsized off the Georgia coast have been rescued, the Coast Guard says",47,201,1.1K,https://pbs.twimg.com/media/EEDi9-nWkAAB--i?format=jpg&name=small,,,1
990,1.0,CNN Breaking News,"Sep 9, 2019","President Trump says evacuees will need ""totally proper documentation"" to enter the US from the Bahamas, where dozens of people died, hundreds are missing and 70,000 are homeless in the wake of Hurricane Dorian",758,824,852,https://pbs.twimg.com/media/EEDXghlXkAE7fv4?format=jpg&name=small,,,1
991,1.0,CNN Breaking News,"Sep 9, 2019","Three of the four crew members trapped on a cargo ship off the coast of Georgia have been rescued, the Coast Guard says. Crews are working to get the fourth crew member out.",26,163,602,https://pbs.twimg.com/media/EEDAxe9W4AEKIFs?format=jpg&name=small,,,1
992,1.0,CNN Breaking News,"Sep 9, 2019",A group of 50 attorneys general unveiled an antitrust investigation of Google that will focus on whether it has harmed competition and consumers,44,116,260,https://pbs.twimg.com/media/EEC2cf1XUAA27wd?format=jpg&name=small,,,1
993,1.0,CNN Breaking News,"Sep 9, 2019","All four crew members trapped on a capsized ship off the coast of Georgia are alive, the Coast Guard says",38,191,1K,https://pbs.twimg.com/media/EECfSOQXsAAYy1Y?format=jpg&name=small,,,1
994,1.0,CNN Breaking News,"Sep 9, 2019",Discount chain Fred's is closing its roughly 300 remaining stores and going out of business. The 72-year-old chain had 557 stores earlier this year.,62,190,234,https://pbs.twimg.com/media/EECaSz0WwAA0qxO?format=jpg&name=small,,,1
995,1.0,CNN Breaking News,"Sep 9, 2019",House panel says former White House national security adviser Michael Flynn failed to comply with its subpoena as part of the Russia probe,97,136,335,https://pbs.twimg.com/media/EECUCRaW4AA50yq?format=jpg&name=small,,,1
996,1.0,CNN Breaking News,"Sep 9, 2019",Rescuers make contact with crew members of the Golden Ray cargo ship that capsized off the Georgia coast,30,142,469,https://pbs.twimg.com/media/EECGpT9W4AIbOT4?format=jpg&name=small,,,1
997,1.0,CNN Breaking News,"Sep 9, 2019",UK House of Commons Speaker John Bercow announces he will quit by Oct. 31. Follow live updates:,66,153,218,https://pbs.twimg.com/media/EEB_PyMXoAAUL4L?format=jpg&name=small,,,1
998,1.0,CNN Breaking News,"Sep 9, 2019",Top Democratic candidates come together for an ad on gun violence,79,88,375,https://pbs.twimg.com/media/EEBa7-nXoAYxXVg?format=jpg&name=small,,,1
999,1.0,CNN Breaking News,"Sep 9, 2019","Boris Johnson will suspend Parliament at the end of the day, to return only 17 days before the Brexit deadline. First, he will try a second time to convince lawmakers to grant him a snap election. Follow live updates:",176,135,243,https://pbs.twimg.com/media/EEBQaGNWwAAW-54?format=jpg&name=small,,,1
1000,1.0,CNN Breaking News,"Sep 9, 2019","British Airways says it was forced to cancel ""nearly 100 per cent"" of flights for Monday and Tuesday after the British pilots union went ahead with a strike",31,227,453,https://pbs.twimg.com/card_img/1330266901918969857/zC6uhpFE?format=jpg&name=small,https://pbs.twimg.com/card_img/1330266901918969857/zC6uhpFE?format=jpg&name=small,https://t.co/2kUoggYkYm?amp=1,1
1001,1.0,Nearly all British Airways flights canceled as pilots go on strike,,"British Airways says it was forced to cancel ""nearly 100 per cent"" of flights for Monday and Tuesday after the British pilots union went ahead with a strike",31,227,453,https://pbs.twimg.com/card_img/1330266901918969857/zC6uhpFE?format=jpg&name=small,https://pbs.twimg.com/card_img/1330266901918969857/zC6uhpFE?format=jpg&name=small,https://t.co/2kUoggYkYm?amp=1,1
1002,1.0,British Airways was forced to cancel virtually all flights for Monday and Tuesday after its pilots went on strike for the first time in the airline's history.,,"British Airways says it was forced to cancel ""nearly 100 per cent"" of flights for Monday and Tuesday after the British pilots union went ahead with a strike",31,227,453,https://pbs.twimg.com/card_img/1330266901918969857/zC6uhpFE?format=jpg&name=small,https://pbs.twimg.com/card_img/1330266901918969857/zC6uhpFE?format=jpg&name=small,https://t.co/2kUoggYkYm?amp=1,1
1003,1.0,cnn.com,,"British Airways says it was forced to cancel ""nearly 100 per cent"" of flights for Monday and Tuesday after the British pilots union went ahead with a strike",31,227,453,https://pbs.twimg.com/card_img/1330266901918969857/zC6uhpFE?format=jpg&name=small,https://pbs.twimg.com/card_img/1330266901918969857/zC6uhpFE?format=jpg&name=small,https://t.co/2kUoggYkYm?amp=1,1
1004,1.0,CNN Breaking News,"Sep 9, 2019","Rafael Nadal held off a furious comeback by Daniil Medvedev to win the US Open in a five-set thriller. It's his 19th grand slam title, one shy of Roger Federer",55,529,2.2K,https://pbs.twimg.com/media/ED_FauwXYAA-v7t?format=jpg&name=small,,,1
1005,1.0,CNN Breaking News,"Sep 8, 2019","Dorian, now a post-tropical cyclone with maximum sustained winds of 100 mph, makes landfall near Sambro Creek, Nova Scotia",140,770,1K,https://pbs.twimg.com/media/ED5qpoqXUAAXrPc?format=jpg&name=small,,,1
1006,1.0,CNN Breaking News,"Sep 7, 2019",President Trump says he canceled a secret meeting at Camp David tomorrow with Taliban leaders and Afghanistan's President,1.1K,648,979,https://pbs.twimg.com/media/ED5iSp7WsAAG7hR?format=jpg&name=small,,,1
1007,1.0,CNN Breaking News,"Sep 7, 2019","Canadian teen Bianca Andreescu beats Serena Williams 6-3, 7-5 to win the US Open. Williams has lost her last 4 grand slam finals.",234,821,3.7K,https://pbs.twimg.com/media/ED5Ov1iXsAEIOPX?format=jpg&name=small,,,1
1008,1.0,CNN Breaking News,"Sep 7, 2019","Amber Rudd, the United Kingdom's Secretary of State for Work and Pensions, resigns from PM Boris Johnson's cabinet",57,131,475,https://pbs.twimg.com/media/ED4-XtmXoAEFVfu?format=jpg&name=small,,,1
1009,1.0,CNN Breaking News,"Sep 7, 2019",Hurricane Dorian again strengthens into a Category 2 storm and is expected to hit Nova Scotia tonight,146,428,472,https://pbs.twimg.com/media/ED4ZtVhXkAEHog4?format=jpg&name=small,,,1
1010,1.0,CNN Breaking News,"Sep 7, 2019",Film director Oleg Sentsov and a man who is suspected of being involved in shooting down flight MH17 were among dozens of people freed in a Ukraine-Russia prisoner swap,30,85,175,https://pbs.twimg.com/media/ED4SPUuX4AA8C3H?format=jpg&name=small,,,1
1011,1.0,CNN Breaking News,"Sep 7, 2019",A top American ally warns ISIS is resurging in Syria. The commander is asking for increased US support as his troops seek to stop the terror group.,529,140,306,https://pbs.twimg.com/media/ED4Q4tjXYAEQcF9?format=jpg&name=small,,,1
1012,1.0,CNN Breaking News,"Sep 7, 2019",The Oakland Raiders release wide receiver Antonio Brown before the team's first game,157,263,734,https://pbs.twimg.com/media/ED4I_lIXUAEYmiW?format=jpg&name=small,,,1
1013,1.0,CNN Breaking News,"Sep 7, 2019","Former St. Louis Cardinals outfielder Chris Duncan, who helped the team win the 2006 World Series, has died from brain cancer at 38-years-old, the team says",130,231,703,https://pbs.twimg.com/media/ED2z28nX4AATxTl?format=jpg&name=small,,,1
1014,1.0,CNN Breaking News,"Sep 7, 2019","The United Nations believes at least 70,000 people are homeless on Abaco and Grand Bahamas following Hurricane Dorian. Follow live updates:",78,440,565,https://pbs.twimg.com/media/ED2fMjDXsAANwJn?format=jpg&name=small,,,1
1015,1.0,CNN Breaking News,"Sep 6, 2019",Three senior leaders of a US Navy SEAL team were removed from their positions after team members were accused of sex assault and drinking while deployed,138,130,334,https://pbs.twimg.com/media/EDzp6GhXoAA6ZXe?format=jpg&name=small,,,1
1016,1.0,CNN Breaking News,"Sep 6, 2019","The US Justice Department is investigating four major automakers that have agreed to meet California's stricter air pollution and mileage regulations, rather than the federal regulations that were relaxed by the Trump administration",247,382,529,https://pbs.twimg.com/media/EDzTZvgXYAES_pK?format=jpg&name=small,,,1
1017,1.0,CNN Breaking News,"Sep 6, 2019",A North Carolina emergency official says there are reports that hundreds of people could be trapped in Hurricane Dorian's flooding on the state's islands. Local officials are planning air rescues.,37,173,260,https://pbs.twimg.com/media/EDzOq8AXUAIZGtA?format=jpg&name=small,,,1
1018,1.0,CNN Breaking News,"Sep 6, 2019","A man on Grand Bahama says he slept in trees for two days after water wiped out his home. The home had 32-foot ceilings, he said, and flood waters reached the very top.",26,188,402,https://pbs.twimg.com/media/EDzBR8ZWsAAWqzp?format=jpg&name=small,,,1
1019,1.0,CNN Breaking News,"Sep 6, 2019","Identical triplets in London who police say ""tried to exploit their identical DNA"" have been jailed for firearms offenses after police were able to establish that all three brothers were involved in the crimes",103,320,792,https://pbs.twimg.com/media/EDzAxcCXoAAHOP0?format=jpg&name=small,,,1
1020,1.0,CNN Breaking News,"Sep 6, 2019","Robert Mugabe, the founding father of Zimbabwe who ruled the country with an iron fist for more than three decades, has died",370,982,1.3K,https://pbs.twimg.com/media/EDweVNSU4AMXP5s?format=jpg&name=small,,,1
1021,1.0,CNN Breaking News,"Sep 6, 2019","Over 267,000 customers are currently without power in North and South Carolina. Follow live updates:",40,187,325,https://pbs.twimg.com/media/EDvu1xfWsAIWGoh?format=jpg&name=small,,,1
1022,1.0,CNN Breaking News,"Sep 6, 2019",Serena Williams advances to her 10th US Open final. A win there would be her 24th major and tie her with Margaret Court for tennis' all-time lead.,48,391,1.9K,,,,1
1023,1.0,CNN Breaking News,"Sep 6, 2019","The death toll in the Bahamas from Hurricane Dorian has risen to 30, Prime Minister Hubert Minnis tells CNN",36,137,237,https://pbs.twimg.com/media/EDvbzYCW4AAkn04?format=jpg&name=small,,,1
1024,1.0,CNN Breaking News,"Sep 5, 2019","Hurricane Dorian has killed at least 23 people in the Bahamas, official says",29,153,246,https://pbs.twimg.com/media/EDvCMaZW4AIRlKc?format=jpg&name=small,,,1
1025,1.0,CNN Breaking News,"Sep 5, 2019",Jury acquits man for the deaths of 36 people in one of the deadliest nightclub fires in US history. A mistrial was declared for a second defendant.,29,108,158,https://pbs.twimg.com/media/EDu-B79XkAAtJRB?format=jpg&name=small,,,1
1026,1.0,CNN Breaking News,"Sep 5, 2019","A vitamin E chemical is the key focus of the investigation into the link between vaping and severe lung illnesses, health officials say",48,238,333,https://pbs.twimg.com/media/EDu1AA9XYAAd_2W?format=jpg&name=small,,,1
1027,1.0,CNN Breaking News,"Sep 5, 2019","Walgreens, CVS and Wegmans say they will start asking customers not to openly carry guns into their stores",181,481,2.1K,https://pbs.twimg.com/media/EDuswDxW4AYypt3?format=jpg&name=small,,,1
1028,1.0,CNN Breaking News,"Sep 5, 2019","Kylie Rae Harris, a rising country singer from Texas, died in a car accident in New Mexico, her management company says",98,209,447,https://pbs.twimg.com/media/EDucIyJWwAA7gqD?format=jpg&name=small,,,1
1029,1.0,CNN Breaking News,"Sep 5, 2019","Middle East peace envoy Jason Greenblatt is leaving the Trump administration after two-and-a-half years spent working on a still unreleased Israeli-Palestinian peace plan, multiple sources say",76,118,265,https://pbs.twimg.com/media/EDtjuEAXkAAUdSm?format=jpg&name=small,,,1
1030,1.0,CNN Breaking News,"Sep 5, 2019",Dorian weakens slightly to a Category 2 storm but is still expected to be a powerful hurricane as the center moves near or over the coasts of South and North Carolina. Follow live updates:,17,109,202,https://pbs.twimg.com/media/EDteS_fW4AErnRm?format=jpg&name=small,,,1
1031,1.0,CNN Breaking News,"Sep 5, 2019","Downtown Charleston, South Carolina, is flooding quickly and tornadoes have been reported in Myrtle Beach and Wilmington, North Carolina, as Hurricane Dorian unleashes storm conditions. Follow live updates:",47,255,293,https://pbs.twimg.com/media/EDs8fUwXkAAM6Dz?format=jpg&name=small,,,1
1032,1.0,CNN Breaking News,"Sep 5, 2019","Flooding is now occurring in downtown Charleston, South Carolina, as a result of high tide and Hurricane Dorian, Charleston County Emergency Management says",70,190,283,https://pbs.twimg.com/card_img/1331302612222828545/QYepjcvI?format=jpg&name=small,https://pbs.twimg.com/card_img/1331302612222828545/QYepjcvI?format=jpg&name=small,https://t.co/m8r1kwr5lt?amp=1,1
1033,1.0,US coast threatened by Hurricane Dorian,,"Flooding is now occurring in downtown Charleston, South Carolina, as a result of high tide and Hurricane Dorian, Charleston County Emergency Management says",70,190,283,https://pbs.twimg.com/card_img/1331302612222828545/QYepjcvI?format=jpg&name=small,https://pbs.twimg.com/card_img/1331302612222828545/QYepjcvI?format=jpg&name=small,https://t.co/m8r1kwr5lt?amp=1,1
1034,1.0,"Hurricane Dorian is continuing to inch up the US coast near Charleston, South Carolina, after leaving terrible damage and residents stranded in the Bahamas. Follow here for the latest.",,"Flooding is now occurring in downtown Charleston, South Carolina, as a result of high tide and Hurricane Dorian, Charleston County Emergency Management says",70,190,283,https://pbs.twimg.com/card_img/1331302612222828545/QYepjcvI?format=jpg&name=small,https://pbs.twimg.com/card_img/1331302612222828545/QYepjcvI?format=jpg&name=small,https://t.co/m8r1kwr5lt?amp=1,1
1035,1.0,cnn.com,,"Flooding is now occurring in downtown Charleston, South Carolina, as a result of high tide and Hurricane Dorian, Charleston County Emergency Management says",70,190,283,https://pbs.twimg.com/card_img/1331302612222828545/QYepjcvI?format=jpg&name=small,https://pbs.twimg.com/card_img/1331302612222828545/QYepjcvI?format=jpg&name=small,https://t.co/m8r1kwr5lt?amp=1,1
1036,1.0,CNN Breaking News,"Sep 5, 2019",The United States and China have agreed to return to the negotiating table in Washington to discuss trade,45,109,299,https://pbs.twimg.com/media/EDrAXJBWwAA60tP?format=jpg&name=small,,,1
1037,1.0,CNN Breaking News,"Sep 5, 2019",Hurricane Dorian has gone back up to Category 3 strength with 115 mph winds as it continues to approach the South Carolina coast,106,1.2K,1.6K,https://pbs.twimg.com/ext_tw_video_thumb/1169451342898835456/pu/img/-ORlG_MLuARWGiVu.jpg,,,1
1038,1.0,CNN Breaking News,"Sep 4, 2019","Parliament once again rebuffs the British PM, voting against a general election. A lawmaker called the current situation ""a national crisis.""",59,143,408,,,,1
1039,1.0,CNN Breaking News,"Sep 4, 2019",UK lawmakers pass a bill that aims to block a no-deal Brexit. Follow live updates:,23,102,271,,,,1
1040,1.0,BREAKING: House of Commons passes Brexit delay bill,,UK lawmakers pass a bill that aims to block a no-deal Brexit. Follow live updates:,23,102,271,,,,1
1041,1.0,"British lawmakers have passed a bill aimed at preventing a no-deal Brexit, in another blow to Prime Minster Boris Johnson.",,UK lawmakers pass a bill that aims to block a no-deal Brexit. Follow live updates:,23,102,271,,,,1
1042,1.0,cnn.com,,UK lawmakers pass a bill that aims to block a no-deal Brexit. Follow live updates:,23,102,271,,,,1
1043,1.0,CNN Breaking News,"Sep 4, 2019",A hurricane warning now extends to Virginia with Dorian's center expected to brush near or over the Carolina coasts. Follow live updates:,37,136,246,,,,1
1044,1.0,CNN Breaking News,"Sep 4, 2019",Google will pay a record $170 million penalty to settle accusations that YouTube broke the law by collecting information from kids to target them with ads,89,438,841,,,,1
1045,1.0,CNN Breaking News,"Sep 4, 2019","Hurricane Dorian's eye is currently passing to the east of Cape Canaveral, Florida, and is moving north at 7 mph toward Georgia and the Carolinas. Follow live updates:",30,216,354,,,,1
