,tweets_Text,tweets_Retweets,tweets_Likes,has_image,has_Link,tweets_ResponseCategory
405,former fbi lawyer kevin clinesmith formally pleaded guilty changing text email working renew application surveillance former trump campaign adviser carter page 2017,163.0,356.0,1,1,0
406,frontline health care workers emergency services personnel vulnerable virus first get eventual coronavirus vaccine experts recommend new report,301.0,1200.0,1,1,2
407,apple worth 2 trillion first company us reach milestone two others heels,594.0,1400.0,1,1,1
408,residents asked evacuate homes wildfire rages northern california follow live updates,220.0,549.0,1,1,0
409,jill biden delivers convention speech focused families classroom taught english,272.0,2600.0,1,0,2
410,freshman florida rep ross spano lost republican primary challenge embroiled ethics issues cnn projects,88.0,478.0,1,1,0
411,former challengers state party leaders diverse array americans nominate joe biden president spedup roll call vote across nation follow live updates,136.0,1100.0,1,0,1
412,us centers disease control prevention launched new program help monitor spread covid19 using sewage,173.0,379.0,1,0,1
413,troops mali arrested countrys president ibrahim boubacar keita prime minister boubou cisse suspected coup according chairman african union,472.0,676.0,1,1,1
414,postal service backs changes least 20 states sue potential mail delays ahead election,622.0,2200.0,1,1,2
415,trump says hell grant posthumous pardon susan b anthony disparages michelle obama event aimed highlighting 100th anniversary womens right vote,457.0,1200.0,1,1,3
416,senate intelligence committee releases final volume bipartisan investigation russias 2016 election interference scrutinized contacts russians trump associates,252.0,509.0,1,1,2
417,prosecutors request actress lori loughlin get two months prison fashion designer husband mossimo giannulli get five months roles college admissions scam,343.0,1400.0,1,1,3
418,postmaster general louis dejoy testify republicanled senate homeland security governmental affairs committee friday committee announces,181.0,728.0,1,1,2
419,less third tested positive covid19 reported symptoms uk survey shows,326.0,657.0,1,0,1
420,st louis couple pointed guns protesters near home june speak republican convention next week source says,2100.0,3400.0,1,1,3
421,former cia officer arrested accused selling sensitive defense secrets china,771.0,1400.0,1,1,2
422,federal judge blocks trump administrations rollback obamaera regulation prohibiting health care discrimination transgender patients,882.0,3900.0,1,1,1
423,kansas city chiefs fans stands reduced capacity open nfl season next month super bowl champs limit seating 22 arrowhead stadiums capacity,189.0,540.0,1,0,1
424,indian classical vocalist pandit jasraj died cardiac arrest monday new jersey home,92.0,251.0,1,1,0
425,standoff home texas three officers shot ended cedar park police say,105.0,301.0,1,1,0
426,biden set accept democratic nomination later week backed 51 registered voters nationwide 42 support trump according cnn poll polls general election matchup,592.0,3000.0,1,1,3
427,trump administration announces plans new oil gas program clears way drilling alaskas arctic national wildlife refuge,686.0,628.0,1,1,3
428,us stocks open higher despite collapsed stimulus talks,90.0,226.0,1,0,0
429,japan reported worst gdp record ongoing covid19 outbreak dented consumption,270.0,722.0,1,1,0
430,170000 people coronavirus died us johns hopkins university count shows,644.0,998.0,1,0,2
431,eve democratic convention joe bidens lead president trump significantly narrowed since june new cnn poll shows,677.0,2100.0,1,1,3
432,10 people killed alshabaab attack beachfront hotel mogadishu somalia government spokesman says four attackers killed,130.0,276.0,1,1,0
433,multiple police officers cedar park texas shot responding call home police department says subject barricaded home,671.0,1000.0,1,1,2
434,tens thousands protesters gathered minsk demand new presidential election belarus,764.0,2500.0,1,1,1
435,portland police say someone among group people word press clothes threw nearly 10pound rock police protests sending two officers hospital,296.0,575.0,1,1,3
436,least one person killed mogadishu somalia attack car bomb went gate beachfront elite hotel government spokesman said gunfire ongoing inside,162.0,306.0,1,1,0
437,lewis hamilton wins spanish grand prix extends lead top formula one standings,145.0,952.0,1,1,0
438,house democrats say ramping investigation postal service call top officials testify election concerns grow,366.0,1600.0,1,1,2
439,national security adviser robert obrien says president trump inperson summit russian president vladimir putin november presidential election,232.0,528.0,1,1,3
440,white house chief staff mark meadows says usps wont dismantle mailsorting machines election day despite reports contrary,433.0,909.0,1,1,3
441,mr president jill sad learn younger brother roberts passing biden said morning,444.0,3300.0,1,1,3
442,us reported 1000 new deaths covid19 16 past 20 days according johns hopkins university covid tracking project,280.0,554.0,1,0,1
443,tweet replaces previous tweet misstated robert trumps age,100.0,413.0,1,1,2
444,robert trump younger brother president trump died new york hospital 71,1900.0,4500.0,1,1,3
445,robert trump younger brother president trump died new york hospital 71,1900.0,4500.0,1,1,3
446,nine university oklahoma football players tested positive coronavirus oklahoma plays big 12 conference says plans play football fall,718.0,1000.0,1,0,2
447,boston bruins goalie tuukka rask opted nhl postseason hours teams playoff game today said wanted family,124.0,413.0,1,0,0
448,trump administration withdraw nomination william perry pendley repeatedly denied existence climate change serve director bureau land management official says,529.0,1800.0,1,1,3
449,fda grants emergency use authorization covid19 diagnostic test uses new inexpensive method processing saliva samples nba among groups funded research,324.0,1000.0,1,0,0
450,pair weekend games cincinnati reds pittsburgh pirates postponed reds player tested positive coronavirus mlb says,151.0,300.0,1,1,0
451,two senior trump political appointees kyle mcgowan amanda campbell departed us centers disease control prevention senior official agency confirms,238.0,607.0,1,1,0
452,james r thompson longestserving governor state illinois died friday night age 84 cnn affiliate reports,78.0,288.0,1,1,0
453,nascar driver austin dillon tested positive covid19 team announced saturday,133.0,358.0,1,0,1
454,president trump issues executive order directing bytedance chineseowned parent company tiktok divest interest apps us operations next 90 days,287.0,718.0,1,1,2
455,federal appeals court strikes californias ban largecapacity magazines calling violation second amendment,536.0,1800.0,1,1,3
456,confirmed covid19 cases us nursing homes rising rapidly steady decline june,310.0,564.0,1,1,2
457,justice department accused yale university discriminating asian american white applicants undergraduate admissions process,455.0,1200.0,1,1,3
458,mayor kansas city missouri extending city’s coronavirus state emergency beginning next year emergency orders effect least jan 16,336.0,1200.0,1,0,2
459,maker fortnite suing apple blocked wildly popular game app store comes scrutiny grows apples practices,231.0,684.0,1,1,1
460,georgia gov brian kemp withdrawn lawsuit filed atlantas mayor keisha lance bottoms city council effort block restrictions city put place fight coronavirus including mask mandate,479.0,1700.0,1,1,2
461,presumptive democratic nominee joe biden calling national mask mandate follow live updates,428.0,2900.0,1,0,3
462,federal judge pennsylvania told trump campaign republican party must produce evidence votebymail fraud state friday,1400.0,5800.0,1,1,3
463,supreme court wont intervene legal fight absentee ballots rhode island meaning states order removing requirement ballots must signed two witnesses notary public stand,258.0,928.0,1,1,2
464,trump announces israel suspend west bank annexation plans part peace agreement united arab emirates,284.0,793.0,1,1,2
465,evacuation orders issued areas threatened lake fire californias los angeles county mosier creek fire central oregon pine gulch grizzly creek fires colorado,275.0,490.0,1,1,1
466,another 963000 americans filed firsttime unemployment benefits last week seasonally adjusted basis lowest number weekly initial claims since pandemic shut us economy,1100.0,2100.0,1,1,3
467,sample frozen chicken wings imported brazil tested positive novel coronavirus southern chinese city shenzhen authorities said thursday latest series reports contaminated imported food products,2400.0,2500.0,1,1,3
468,authorities belarus say 6000 people arrested one person killed violent aftermath followed longtime president alexander lukashenkos reelection,510.0,997.0,1,1,2
469,big east conference postpones fall sports competition,180.0,586.0,0,0,1
470,joe biden kamala harris deliver remarks wilmington delaware first appearance together running mates watch live,411.0,2900.0,1,1,3
471,minnesota rep ilhan omar democratic primary current congressional seat beating wellfunded challenger cnn projects,1000.0,9000.0,1,1,3
472,marjorie taylor greene georgia candidate ties baseless qanon conspiracy theory gop runoff us house seat cnn projects,389.0,904.0,1,1,3
473,anyone attending gathering 100 people new hampshire required wear face covering gov chris sununu announced,115.0,564.0,1,0,1
474,pac12 conference ceo group unanimously voted cancel fall sports season including football,194.0,600.0,1,0,0
475,joe biden names kamala harris running mate making first black south asian american woman major us partys presidential ticket,6900.0,37200.0,1,1,3
476,rep karen bass california told joe biden vice presidential pick source says follow live updates,275.0,731.0,1,0,2
477,big ten conference postponed 2020 football season due pandemic follow live updates,228.0,544.0,1,0,1
478,joe biden selected running mate revealing top advisers woman invite join ticket two people familiar matter say,821.0,3900.0,1,1,3
479,florida reporting record number coronavirusrelated deaths,407.0,744.0,1,0,2
480,florida reports 137 increase virus infections kids past month time period hospitalizations jumped 105,2700.0,3400.0,1,1,3
481,us health human services secretary alex azar reacts russias announcement approved world first covid19 vaccine point vaccine safe first,419.0,1400.0,1,0,2
482,new zealands prime minister jacinda ardern confirms four new locally transmitted coronavirus cases announces countrys populous city temporarily see level three restrictions,418.0,1200.0,0,0,1
483,vladimir putin says russia approved coronavirus vaccine fears essential corners may cut development,1000.0,2000.0,1,1,3
484,seattle police chief carmen best announced retirement shortly city council vote cut nearly 4 million departments budget,349.0,1100.0,1,1,2
485,world passes 20 million coronavirus cases nears 750000 deaths five months pandemic declared,581.0,844.0,1,0,2
486,ousted mcdonalds ceo steve easterbrook lied engaging sexual relationships multiple employees company alleges new lawsuit,260.0,640.0,1,1,1
487,china imposes sanctions 11 americans including sens marco rubio ted cruz tom cotton behaving badly hong kongrelated issues,662.0,1900.0,1,1,3
488,former wwe wrestler james harris died age 70 according news release wrestling company,301.0,961.0,1,1,1
489,president trump says hes open allowing enhanced federal unemployment benefits without states paying part cost despite saturday memorandum,180.0,454.0,1,1,3
490,georgia student shared photo crowded hallway high school says received threats school temporarily switch virtual learning nine people tested positive coronavirus,2300.0,6500.0,1,0,3
491,voting puerto ricos primary elections temporarily halted today lack ballots voting centers across island election officials say,356.0,475.0,1,1,1
492,threegame series st louis cardinals pittsburgh pirates scheduled begin monday postponed positive covid19 test results,200.0,377.0,1,0,1
493,us treasury secretary mnuchin says congressional democrats need make next move stimulus talks restart compromise said,222.0,477.0,1,1,3
494,1000 people us died coronavirus past five days,545.0,904.0,1,0,2
495,house speaker nancy pelosi calls trumps executive actions covid19 relief absurdly unconstitutional asked would sue block,341.0,1100.0,1,0,3
496,us tops 5 million recorded covid19 cases week five states account 40 nations infections,379.0,613.0,1,1,2
497,top white house economic adviser larry kudlow says administration expects states able cover portion enhanced unemployment benefits trump ordered executive action,170.0,273.0,1,0,3
498,earthquake hit 2 miles town sparta north carolina around 807 et felt far away south carolina georgia,1000.0,2100.0,1,1,2
499,two bystanders killed friday two injured suspect vehicle highspeed chase police say,98.0,347.0,1,1,0
500,former dallas police officer amber guyger killed unarmed black man apartment saying thought residence appealed 10year prison sentence,967.0,1400.0,1,1,3
501,princeton university undergraduate students fully remote fall semester schools president says,299.0,1200.0,1,0,1
502,eric prescott kay former spokesman los angeles angels charged drug offense connection 2019 overdose death angels pitcher tyler skaggs,105.0,309.0,1,1,0
503,jerry falwell jr president liberty university takes indefinite leave absence evangelical christian university says,467.0,1500.0,1,1,3
504,trump administration rejects democratic offer agree stimulus price tag around 2 trillion indication talks continue falter may collapse two sides still far apart,627.0,951.0,1,1,3
505,least 16 people killed air india express crash officials say 191 people board,523.0,789.0,1,0,0
506,deadly plane crash india today repatriation flight operated government bring home indians stranded abroad due covid19 travel restrictions,595.0,680.0,1,0,1
507,least three people dead air india express flight crashed landing calicut international airport cnn news 18 reports,406.0,560.0,1,1,0
508,appeals court says house democrats subpoena former white house counsel mcgahn may end testifying election,161.0,564.0,1,1,0
509,brent scowcroft died 95 former national security adviser longtime confidant former president george hw bush key figure gulf war last days cold war,105.0,324.0,1,1,0
510,us added another 18 million jobs july sharp slowdown june small step economy thats still nearly 13 million jobs,212.0,620.0,1,1,2
511,michigan gov gretchen whitmer signed executive order requiring face coverings worn child care centers camps,206.0,1200.0,0,0,0
512,facebook announced banning ads committee defend president protrump super pac,713.0,3800.0,1,1,2
513,state department lifted global level 4 travel advisory four months warning us citizens traveling abroad,309.0,503.0,0,0,2
514,state departments special envoy iran resigning post secretary state mike pompeo announces,115.0,229.0,1,1,0
515,british tv presenter caroline flack died suicide hearing going prosecuted allegedly assaulting boyfriend feared press intrusion coroner ruled,238.0,463.0,1,1,2
516,ohio gov dewine announces tested positive coronavirus shortly scheduled meet president trump cleveland,337.0,797.0,1,1,2
517,democratic national committee unable post rapid response war room account twitter time attempted call trumps false claims children covid19 immunity,261.0,462.0,0,0,1
518,new yorks attorney general sues dissolve national rifle association alleged financial misdeeds,569.0,2800.0,1,1,2
519,revised noaa forecast predicts 19 25 named atlantic storms 2020 including three six major hurricanes category 3 stronger,221.0,308.0,1,1,0
520,tennessee supreme court overturns lower court ruling would allowed eligible voters vote via absentee ballots due coronavirus pandemic,210.0,235.0,1,1,1
521,fauci says young americans dont weak link chain,573.0,2600.0,1,0,2
522,house speaker nancy pelosi says remains optimistic despite hard negotiations find solution come agreement coronavirus relief bill,133.0,513.0,1,0,1
523,parents largest us school district must decide tomorrow whether childrens learning preference remote blend remote inperson upcoming school year,138.0,382.0,1,0,0
524,last weeks claims firsttime unemployment benefits fell expected,107.0,419.0,0,0,0
525,houston city council passed second rental relief package 20 million due impact covid19 mayor says,143.0,534.0,1,0,0
526,california labor commission says filed lawsuits uber lyft allegedly committing wage theft,119.0,426.0,1,1,0
527,100 students quarantined several people tested positive coronavirus mississippi school district,1800.0,2600.0,1,0,3
528,us state department says least one american killed several injured explosion beirut,183.0,604.0,1,0,1
529,joe biden longer travel milwaukee wisconsin accept democratic presidential nomination due concerns coronavirus,390.0,2100.0,1,1,3
530,freshman democratic rep rashida tlaib michigan prevailed democratic primary challenge detroit city council president brenda jones cnn projects,2500.0,13000.0,1,1,3
531,us stocks open higher investors keep close eye stimulus negotiations washington,55.0,183.0,1,0,0
532,jackson mississippi mayor chokwe antar lumumba says worried state yet see worst coronavirus pandemic,96.0,365.0,1,0,0
533,least 300000 people displaced homes tuesdays devastating explosion beiruts governor marwan abboud says,327.0,673.0,1,0,0
534,least 100 people killed 4000 wounded massive explosion shook beirut tuesday hundreds reported missing raising fears death toll rise follow live updates,493.0,995.0,1,1,0
535,third us company released study results showing coronavirus vaccine safe elicits immune response,465.0,1800.0,1,1,2
536,anthony levandowski former uber executive oversaw selfdriving vehicle efforts pleaded guilty sentenced 18 months prison stealing internal document google related selfdriving car program,217.0,530.0,1,1,0
537,virgin atlantic files bankruptcy united states,616.0,848.0,1,1,1
538,national security adviser robert obrien returned white house tuesday period selfisolation following coronavirus diagnosis last month,63.0,209.0,1,1,0
539,death toll massive blast shook beirut reached least 73 follow live updates,1300.0,2600.0,1,0,2
540,bipartisan group six governors signed deal would help create countrys first coordinated testing strategy absence national plan,698.0,3000.0,1,1,1
541,mississippi gov tate reeves issued statewide mask mandate next two weeks follow live updates,155.0,548.0,1,0,1
542,death toll beirut blast doubled least 50 killed many feared dead lebanons health minister told reporters follow live updates,951.0,1700.0,1,0,1
543,cultural events 5000 people able resume france starting sept 1 french culture ministry says follow live updates,142.0,350.0,1,0,0
544,least 25 people killed 2500 injured massive blast beirut port lebanons health minister says follow live updates,966.0,1900.0,1,0,1
545,hundreds people hospitalized eyewitness describes scene like apocalypse huge explosion beirut follow live updates,825.0,1800.0,1,0,1
546,large number people reportedly injured huge explosion ripped port area beirut shattering glass miles around,739.0,1200.0,1,0,1
547,lebanons staterun news agency says large explosion beirut result fire warehouse firecrackers,2700.0,2400.0,1,1,3
548,large number people reportedly injured huge explosion ripped port area beirut shattering glass miles around,739.0,1200.0,1,0,1
549,lebanons staterun news agency says large explosion beirut result fire warehouse firecrackers,2700.0,2400.0,1,1,3
550,mayor de blasio warning people new york city take tropical storm isaias seriously city preparing heavy rain high winds flooding potential along threat tornadoes,120.0,318.0,1,0,0
551,ford ceo jim hackett retiring october replaced automakers chief operating officer jim farley,101.0,286.0,1,0,0
552,tornado watch issued several major metropolitan areas including new york city philadelphia tropical storm isaias travels east coast follow live updates,208.0,385.0,1,0,0
553,germany currently experiencing second coronavirus wave physicians association country says,389.0,786.0,1,0,1
554,hurricane isaias makes landfall north carolina maximum sustained winds 85 mph,286.0,708.0,1,0,0
555,isaias becomes hurricane sustained winds 75 mph according national hurricane center landfall expected hours,174.0,492.0,1,1,0
556,result positive coronavirus tests st louis cardinals players staffers fourgame series detroit tigers postponed,347.0,765.0,1,1,2
557,new york prosecutors say trump investigation goes beyond hush money payments ask judge dismiss lawsuit challenging subpoena,745.0,2600.0,1,1,2
558,tropical storm isaias expected make landfall hurricane tonight national hurricane center says latest advisory follow live updates,197.0,414.0,1,0,0
559,nobel laureate john hume architect good friday agreement brought decades deadly sectarian violence across ireland end died 83,158.0,741.0,0,0,0
560,drastic new lockdown measures imposed australias victoria state including melbourne include 6week curfew ban weddings gatherings shuttering non essential industries,464.0,1400.0,1,1,1
561,authorities manchester england declare major incident due increase coronavirus infections rates multiple localities,152.0,427.0,1,0,0
562,doug pederson head coach philadelphia eagles tested positive covid19 team said statement,378.0,881.0,1,0,2
563,microsoft says still discussing potential purchase tiktok talking trump said would ban popular app us,274.0,869.0,1,1,2
564,controversial trump administration pick top pentagon post placed senior role days nomination hearing canceled,471.0,595.0,1,1,2
565,nasa astronauts splashdown gulf mexico historic mission aboard spacex crew dragon capsule follow live updates,646.0,4100.0,1,0,1
566,dr deborah birx strongly defends record criticism house speaker nancy pelosi doesnt confidence white house coronavirus task force coordinators handling pandemic,369.0,1000.0,1,1,3
567,nasa astronauts robert behnken douglas hurley set return home international space station aboard spacex crew dragon capsule follow live updates,261.0,1500.0,1,1,0
568,wildfire burning cherry valley california east los angeles grown size 12000 acres forcing 7800 people evacuate according riverside county fire department,287.0,497.0,1,1,0
569,south georgia prison put lockdown two staff members three inmates injured according georgia department corrections,95.0,277.0,1,1,0
570,dr deborah birx strongly defends record criticism house speaker nancy pelosi doesnt confidence white house coronavirus task force coordinators handling pandemic,369.0,1000.0,1,1,3
571,nasa astronauts robert behnken douglas hurley set return home international space station aboard spacex crew dragon capsule follow live updates,261.0,1500.0,1,1,0
572,wildfire burning cherry valley california east los angeles grown size 12000 acres forcing 7800 people evacuate according riverside county fire department,287.0,497.0,1,1,0
573,south georgia prison put lockdown two staff members three inmates injured according georgia department corrections,95.0,277.0,1,1,0
574,indian bollywood star amitabh bachchan says tested negative covid19 sunday back home,103.0,718.0,1,0,1
575,areas widespread covid19 case increases cases need stopped first talks reopening schools safely dr deborah birx says,362.0,1000.0,1,0,2
576,stacey abrams blasts trumps suggestion could delay 2020 election saying seeking distract failed leadership,300.0,1300.0,1,0,2
577,tropical storm isaias continues move closer florida follow live updates,123.0,406.0,1,1,0
578,premier australias secondlargest state announces even stricter lockdown measures introducing nightly curfew banning virtually trips outdoors region reported 671 new infections single day,752.0,1500.0,1,1,2
579,search ends seven marines one sailor feared dead training accident california coast,264.0,634.0,1,1,1
580,wilford brimley mustachioed actor appeared big screen television shows quaker oats commercials died 85,599.0,2400.0,1,1,2
581,unprecedented move reporters wont allowed gop convention charlotte nc month delegates formally nominate president trump,1700.0,2300.0,1,0,3
582,detroit lions star quarterback matthew stafford placed nfls reservecovid19 list team means tested positive covid19 quarantined close contact infected person,244.0,497.0,1,0,1
583,university louisiana lafayette assistant football coach dj looney died age 31 schools athletics department says,255.0,732.0,1,1,1
584,isaias downgraded tropical storm expected strengthen back hurricane approaches florida coast,172.0,429.0,1,0,0
585,kennedy space center visitor complex florida closed sunday threat hurricane isaias,79.0,354.0,1,0,0
586,group citizen responders rescuers louisiana known united cajun navy deploying team north carolina ahead hurricane isaias,212.0,843.0,1,0,0
587,arizona rep raúl grijalva tested positive coronavirus office confirmed saturday,228.0,652.0,1,1,1
588,mississippi high school student tested positive coronavirus first week classes according corinth school district,1600.0,3100.0,1,0,3
589,president trump says ban popular shortform video app tiktok operating united states,2500.0,5700.0,1,1,3
590,man poisoned landmark oak trees auburn universitys campus 2010 died harvey updyke 71,166.0,527.0,1,1,1
591,house ethics committee extends investigation georgia democratic rep sanford bishop use campaign funds,112.0,342.0,1,1,1
592,fda issues emergency use authorizations first two covid19 serology tests measure antibody levels,160.0,496.0,1,0,0
593,group citizen responders rescuers louisiana known united cajun navy deploying team north carolina ahead hurricane isaias,212.0,843.0,1,0,0
594,arizona rep raúl grijalva tested positive coronavirus office confirmed saturday,228.0,652.0,1,1,1
595,mississippi high school student tested positive coronavirus first week classes according corinth school district,1600.0,3100.0,1,0,3
596,president trump says ban popular shortform video app tiktok operating united states,2500.0,5700.0,1,1,3
597,man poisoned landmark oak trees auburn universitys campus 2010 died harvey updyke 71,166.0,527.0,1,1,1
598,house ethics committee extends investigation georgia democratic rep sanford bishop use campaign funds,112.0,342.0,1,1,1
599,fda issues emergency use authorizations first two covid19 serology tests measure antibody levels,160.0,496.0,1,0,0
600,christo vladimirov javacheff known monumental environmental artworks late wife died,550.0,1300.0,1,1,1
601,20 cities imposed curfews sunday night response violent protests across country death george floyd,353.0,1200.0,0,0,2
602,us astronauts robert behnken douglas hurley successfully disembark board international space station,447.0,2500.0,1,1,1
603,trump announces us designate antifa terrorist organization pointed farleft groups responsible many violent us protests,1200.0,2900.0,1,0,3
604,nasa astronauts aboard spacex crew dragon spacecraft successfully dock international space station saturdays historic launch,464.0,2600.0,1,1,0
605,new jersey sen cory booker calls legislative change says weaker long injustice persisted us,189.0,1100.0,1,0,2
606,atlanta mayor keisha lance bottoms rebukes president rhetoric says stoking racial tensions us saying trump stop talking making worse,848.0,4600.0,1,0,3
607,us national security adviser robert obrien says dont think theres systemic racism americas police forces,1500.0,2100.0,0,0,3
608,faithful return st peters square pope francis resumes traditional greeting window first time nearly three months,315.0,2000.0,1,0,1
609,officer jacksonville florida stabbed slashed neck currently hospital jacksonville sheriff mike williams said,852.0,1800.0,1,0,3
610,target temporarily closed 175 stores across united states amid protests,1900.0,4000.0,1,0,3
611,dozens arrests serious injuries tonight protests broke minneapolis area according minnesota dept corrections commissioner paul schnell,161.0,558.0,1,0,1
612,ferguson missouri police department damaged evacuated according st louis county police department,935.0,1900.0,1,0,2
613,least three people reported shot one dead amid protests downtown indianapolis police chief randal taylor said,1300.0,1700.0,1,0,2
614,world health organization released new guidance outdoor events mass gatherings coronavirus pandemic,457.0,955.0,1,0,2
615,protesters marching minneapolis st paul tear gassed police tried cross lake street marshall bridge,607.0,1500.0,1,0,3
616,national guard activated washington dc assist police handling protests around white house,1000.0,1700.0,1,0,2
617,police firing tear gas protesters near 5th precinct minneapolis crowd responded projectiles,304.0,832.0,1,0,2
618,chicagos mayor announced curfew starting 9 pm local time ending 6 sunday nightly notice,333.0,795.0,1,0,2
619,texas colorado activated national guard respond protests,519.0,804.0,1,0,1
620,beverly hills implement curfew 8 pm local time last 530,263.0,493.0,1,0,1
621,mayor rochester new york declared state emergency ordered curfew 9 pm saturday 7 sunday,704.0,1200.0,1,0,1
622,mayor louisville implementing curfew wake protests turned violent friday night working kentuckys governor authorize national guards assistance city,198.0,395.0,1,0,0
623,seattles mayor announced citywide curfew 5 pm 5 saturday sunday wake violent protests,339.0,657.0,1,0,1
624,police car appears fire los angeles police officers holding back line demonstrators prevent getting close car,725.0,1700.0,1,0,2
625,mayor columbus ohio instituting citywide curfew 10 pm 6 rescinded,248.0,561.0,1,0,0
626,us secret service police vehicles vandalized outside white house,813.0,2700.0,1,0,2
627,georgias governor authorized use many 1500 national guard troops throughout atlanta maintain order community cleans fridays protests,135.0,504.0,1,0,0
628,cincinnatis mayor announced curfew beginning 10 pm ending 6 saturday sunday downtown area,177.0,528.0,1,0,0
629,two nasa astronauts make history successful launch space aboard spacex rocket,1500.0,6900.0,1,0,3
630,four atlanta police department officers injured one civilian shot authorities responded several fires looting across city friday night officials say,156.0,434.0,1,0,1
631,questionable weather officials give clear spacex launch,327.0,1400.0,1,0,1
632,400 500 people arrested friday nights protests los angeles lapd spokesperson says,319.0,872.0,1,0,2
633,nasa astronauts bob behnken doug hurley climb aboard spacexs crew dragon spacecraft prepare mission international space station,184.0,986.0,0,0,0
634,unarmed palestinian man shot killed police jerusalem israeli police say,3400.0,4400.0,1,1,3
635,new york gov andrew cuomo signs bill giving death benefits families frontline workers died battling coronavirus pandemic,512.0,3000.0,1,0,1
636,minnesotas governor fully mobilizes national guard saying violent protests state longer george floyds death,545.0,1700.0,1,0,3
637,portland mayor ted wheeler declares state emergency issues overnight curfew night unrest city office says,336.0,768.0,1,1,2
638,two federal protective service officers suffered gunshot wounds protests friday night oakland california police say one officers died injury,1100.0,1500.0,1,0,3
639,minneapolis department public safety says 350 troopers near citys 5th precinct clear area enforce curfew,324.0,703.0,1,0,1
640,national guard activated georgia governor declares state emergency,1100.0,1900.0,1,0,2
641,person partied lake ozarks missouri area memorial day weekend tested positive coronavirus possibly infectious holiday weekend,4200.0,8100.0,1,1,3
642,protesters washington breached complex treasury department spray painted area law enforcement source says,3900.0,7900.0,1,0,3
643,white house locked protesters arrive pennsylvania avenuelafayette park,11700.0,19200.0,1,0,3
644,washington end stayathome order may 31 governor says,200.0,774.0,1,0,0
645,florida approved walt disney world sea world reopening plans,254.0,835.0,1,0,1
646,supreme court rejected appeal louisiana inmate argued state prison enough protect catching covid19,136.0,304.0,0,0,0
647,city saint paul minnesota imposed curfew beginning friday 8 pm 6 cdt next morning,293.0,890.0,1,0,2
648,minneapolis mayor imposing curfew throughout city beginning 8 pm cdt tonight extend weekend last 6 cdt,493.0,978.0,1,0,2
649,president trump terminated partnership world health organization us announced,5200.0,4900.0,1,0,3
650,expolice officer seen video knee george floyds neck faces charges murder manslaughter,2600.0,9500.0,1,0,3
651,one four police officers fired death george floyd police custody official says,1000.0,3400.0,1,1,3
652,minnesota gov tim walz takes responsibility arrest cnn crew covering protests death george floyd follow live updates,382.0,1300.0,1,0,2
653,minnesota police arrest cnn team reporting protests raged night killing george floyd minneapolis,5800.0,10700.0,1,0,3
654,president trump signed executive order social media companies days twitter called two tweets potentially misleading,1500.0,2200.0,1,1,3
655,uk government considering opening citizenship path 300000 hong kong residents china continues pursue controversial national security law,500.0,1800.0,1,1,2
656,north carolina one highest days reported deaths hospitalizations since covid19 crisis began governor says,365.0,667.0,1,0,2
657,one four us workers filed unemployment since pandemic hit another 21 million people filed jobless claims last week,310.0,581.0,0,0,1
658,chinas legislature approved national security law hong kong move critics say threatens political freedoms city,990.0,1300.0,1,1,2
659,trump set announce executive order social media companies thursday white house press secretary kayleigh mcenany told reporters,1000.0,1800.0,1,1,3
660,attorney general william barr tasked us attorney reviewing instances unmasking issue president trump seized underpin unfounded allegations predecessor,151.0,381.0,1,1,3
661,uconn student suspect two killings kidnapping arrested maryland sixday manhunt authorities say,717.0,2000.0,1,1,2
662,six feet distance may enough prevent coronavirus transmission experts say adding world needs take airborne transmission virus seriously,2000.0,4500.0,0,0,3
663,100000 people died united states coronavirus according figures johns hopkins university,787.0,982.0,1,0,3
664,three people killed one injured western france man opened fire business meeting national police told cnn,304.0,565.0,1,1,1
665,bad weather delays historic nasaspacex launch cape canaveral theyll try saturday,545.0,1400.0,1,0,1
666,spacex begins fueling rocket historic launch international space station liftoff expected 433 pm follow live updates,255.0,916.0,1,0,1
667,extradition case huawei cfo meng wanzhou continue following crucial ruling canadian judge,97.0,280.0,1,1,0
668,richard herd veteran character actor seinfeld get died 87,333.0,1100.0,1,1,0
669,first time twitter flagged tweet president added line tweet telling users get facts mailin ballots,2600.0,11400.0,1,1,3
670,apple reopening 100 retail stores united states week though customers wont able enter many yet,108.0,439.0,1,1,0
671,four minneapolis police officers fired death black man seen video one four kneeling neck,4800.0,9600.0,1,1,3
672,antibody tests used determine people infected past covid19 might wrong half time cdc says,621.0,824.0,1,0,1
673,white house announced plan cap insulin costs 35 month senior medicare enrollees,798.0,2900.0,1,1,3
674,latin america surpassed europe united states daily number reported covid19 infections director pan american health organization says,242.0,349.0,1,1,0
675,los angeles county california appoint independent inspector general oversee nursing homes throughout coronavirus outbreak,84.0,404.0,1,0,0
676,starting friday people 10 years old older required wear masks public indoor spaces virginia governor says,532.0,2200.0,0,0,2
677,new york reports 73 people died coronavirus yesterday gov cuomo says lowest singleday toll since started follow live updates,374.0,1700.0,1,0,1
678,trading floor reopens new york stock exchange unprecedented twomonth hiatus dow 600 points big hopes vaccine economys reopening,289.0,782.0,0,0,1
679,businessman stanley ho known godfather gambling one hong kongs first billionaires dead 98,274.0,784.0,1,1,1
680,latam airlines group largest air carrier latin america filed chapter 11 bankruptcy tuesday according statement released website,429.0,687.0,1,1,0
