,tweets_Date,tweets_Likes,tweets_Replies,tweets_Retweets,tweets_Text,has_image,has_Link,tweets_ResponseCategory
409,Aug 19,2600.0,182.0,272.0,jill biden delivers convention speech focused families classroom taught english,1,0,2
410,Aug 19,478.0,54.0,88.0,freshman florida rep ross spano lost republican primary challenge embroiled ethics issues cnn projects,1,1,0
411,Aug 19,1100.0,113.0,136.0,former challengers state party leaders diverse array americans nominate joe biden president spedup roll call vote across nation follow live updates,1,0,1
412,Aug 18,379.0,82.0,173.0,us centers disease control prevention launched new program help monitor spread covid19 using sewage,1,0,1
413,Aug 18,676.0,74.0,472.0,troops mali arrested countrys president ibrahim boubacar keita prime minister boubou cisse suspected coup according chairman african union,1,1,1
414,Aug 18,2200.0,185.0,622.0,postal service backs changes least 20 states sue potential mail delays ahead election,1,1,2
415,Aug 18,1200.0,684.0,457.0,trump says hell grant posthumous pardon susan b anthony disparages michelle obama event aimed highlighting 100th anniversary womens right vote,1,1,2
416,Aug 18,509.0,137.0,252.0,senate intelligence committee releases final volume bipartisan investigation russias 2016 election interference scrutinized contacts russians trump associates,1,1,1
417,Aug 18,1400.0,290.0,343.0,prosecutors request actress lori loughlin get two months prison fashion designer husband mossimo giannulli get five months roles college admissions scam,1,1,2
418,Aug 18,728.0,138.0,181.0,postmaster general louis dejoy testify republicanled senate homeland security governmental affairs committee friday committee announces,1,1,1
419,Aug 18,657.0,70.0,326.0,less third tested positive covid19 reported symptoms uk survey shows,1,0,1
420,Aug 18,3400.0,1900.0,2100.0,st louis couple pointed guns protesters near home june speak republican convention next week source says,1,1,2
421,Aug 18,1400.0,135.0,771.0,former cia officer arrested accused selling sensitive defense secrets china,1,1,1
422,Aug 18,3900.0,110.0,882.0,federal judge blocks trump administrations rollback obamaera regulation prohibiting health care discrimination transgender patients,1,1,1
423,Aug 17,540.0,126.0,189.0,kansas city chiefs fans stands reduced capacity open nfl season next month super bowl champs limit seating 22 arrowhead stadiums capacity,1,0,1
424,Aug 17,251.0,32.0,92.0,indian classical vocalist pandit jasraj died cardiac arrest monday new jersey home,1,1,0
425,Aug 17,301.0,47.0,105.0,standoff home texas three officers shot ended cedar park police say,1,1,0
426,Aug 17,3000.0,806.0,592.0,biden set accept democratic nomination later week backed 51 registered voters nationwide 42 support trump according cnn poll polls general election matchup,1,1,2
427,Aug 17,628.0,315.0,686.0,trump administration announces plans new oil gas program clears way drilling alaskas arctic national wildlife refuge,1,1,2
428,Aug 17,226.0,52.0,90.0,us stocks open higher despite collapsed stimulus talks,1,0,0
429,Aug 17,722.0,66.0,270.0,japan reported worst gdp record ongoing covid19 outbreak dented consumption,1,1,0
430,Aug 17,998.0,251.0,644.0,170000 people coronavirus died us johns hopkins university count shows,1,0,2
431,Aug 17,2100.0,971.0,677.0,eve democratic convention joe bidens lead president trump significantly narrowed since june new cnn poll shows,1,1,2
432,Aug 16,276.0,36.0,130.0,10 people killed alshabaab attack beachfront hotel mogadishu somalia government spokesman says four attackers killed,1,1,0
433,Aug 16,1000.0,250.0,671.0,multiple police officers cedar park texas shot responding call home police department says subject barricaded home,1,1,2
434,Aug 16,2500.0,114.0,764.0,tens thousands protesters gathered minsk demand new presidential election belarus,1,1,1
435,Aug 16,575.0,495.0,296.0,portland police say someone among group people word press clothes threw nearly 10pound rock police protests sending two officers hospital,1,1,2
436,Aug 16,306.0,47.0,162.0,least one person killed mogadishu somalia attack car bomb went gate beachfront elite hotel government spokesman said gunfire ongoing inside,1,1,0
437,Aug 16,952.0,46.0,145.0,lewis hamilton wins spanish grand prix extends lead top formula one standings,1,1,0
438,Aug 16,1600.0,183.0,366.0,house democrats say ramping investigation postal service call top officials testify election concerns grow,1,1,2
439,Aug 16,528.0,311.0,232.0,national security adviser robert obrien says president trump inperson summit russian president vladimir putin november presidential election,1,1,2
440,Aug 16,909.0,308.0,433.0,white house chief staff mark meadows says usps wont dismantle mailsorting machines election day despite reports contrary,1,1,2
441,Aug 16,3300.0,321.0,444.0,mr president jill sad learn younger brother roberts passing biden said morning,1,1,2
442,Aug 16,554.0,110.0,280.0,us reported 1000 new deaths covid19 16 past 20 days according johns hopkins university covid tracking project,1,0,1
443,Aug 16,413.0,171.0,100.0,tweet replaces previous tweet misstated robert trumps age,1,1,2
444,Aug 16,4500.0,1500.0,1900.0,robert trump younger brother president trump died new york hospital 71,1,1,2
445,Aug 16,4500.0,1500.0,1900.0,robert trump younger brother president trump died new york hospital 71,1,1,2
446,Aug 15,1000.0,232.0,718.0,nine university oklahoma football players tested positive coronavirus oklahoma plays big 12 conference says plans play football fall,1,0,2
447,Aug 15,413.0,67.0,124.0,boston bruins goalie tuukka rask opted nhl postseason hours teams playoff game today said wanted family,1,0,0
448,Aug 15,1800.0,279.0,529.0,trump administration withdraw nomination william perry pendley repeatedly denied existence climate change serve director bureau land management official says,1,1,2
449,Aug 15,1000.0,54.0,324.0,fda grants emergency use authorization covid19 diagnostic test uses new inexpensive method processing saliva samples nba among groups funded research,1,0,0
450,Aug 15,300.0,63.0,151.0,pair weekend games cincinnati reds pittsburgh pirates postponed reds player tested positive coronavirus mlb says,1,1,0
451,Aug 15,607.0,67.0,238.0,two senior trump political appointees kyle mcgowan amanda campbell departed us centers disease control prevention senior official agency confirms,1,1,0
452,Aug 15,288.0,33.0,78.0,james r thompson longestserving governor state illinois died friday night age 84 cnn affiliate reports,1,1,0
453,Aug 15,358.0,102.0,133.0,nascar driver austin dillon tested positive covid19 team announced saturday,1,0,1
454,Aug 15,718.0,274.0,287.0,president trump issues executive order directing bytedance chineseowned parent company tiktok divest interest apps us operations next 90 days,1,1,2
455,Aug 14,1800.0,536.0,536.0,federal appeals court strikes californias ban largecapacity magazines calling violation second amendment,1,1,2
456,Aug 14,564.0,134.0,310.0,confirmed covid19 cases us nursing homes rising rapidly steady decline june,1,1,1
457,Aug 13,1200.0,350.0,455.0,justice department accused yale university discriminating asian american white applicants undergraduate admissions process,1,1,2
458,Aug 13,1200.0,169.0,336.0,mayor kansas city missouri extending city’s coronavirus state emergency beginning next year emergency orders effect least jan 16,1,0,2
459,Aug 13,684.0,105.0,231.0,maker fortnite suing apple blocked wildly popular game app store comes scrutiny grows apples practices,1,1,1
460,Aug 13,1700.0,267.0,479.0,georgia gov brian kemp withdrawn lawsuit filed atlantas mayor keisha lance bottoms city council effort block restrictions city put place fight coronavirus including mask mandate,1,1,2
461,Aug 13,2900.0,449.0,428.0,presumptive democratic nominee joe biden calling national mask mandate follow live updates,1,0,2
462,Aug 13,5800.0,351.0,1400.0,federal judge pennsylvania told trump campaign republican party must produce evidence votebymail fraud state friday,1,1,2
463,Aug 13,928.0,151.0,258.0,supreme court wont intervene legal fight absentee ballots rhode island meaning states order removing requirement ballots must signed two witnesses notary public stand,1,1,1
464,Aug 13,793.0,277.0,284.0,trump announces israel suspend west bank annexation plans part peace agreement united arab emirates,1,1,2
465,Aug 13,490.0,72.0,275.0,evacuation orders issued areas threatened lake fire californias los angeles county mosier creek fire central oregon pine gulch grizzly creek fires colorado,1,1,1
466,Aug 13,2100.0,564.0,1100.0,another 963000 americans filed firsttime unemployment benefits last week seasonally adjusted basis lowest number weekly initial claims since pandemic shut us economy,1,1,2
467,Aug 13,2500.0,481.0,2400.0,sample frozen chicken wings imported brazil tested positive novel coronavirus southern chinese city shenzhen authorities said thursday latest series reports contaminated imported food products,1,1,2
468,Aug 13,997.0,138.0,510.0,authorities belarus say 6000 people arrested one person killed violent aftermath followed longtime president alexander lukashenkos reelection,1,1,1
469,Aug 12,586.0,71.0,180.0,big east conference postpones fall sports competition,0,0,1
470,Aug 12,2900.0,406.0,411.0,joe biden kamala harris deliver remarks wilmington delaware first appearance together running mates watch live,1,1,2
471,Aug 12,9000.0,399.0,1000.0,minnesota rep ilhan omar democratic primary current congressional seat beating wellfunded challenger cnn projects,1,1,2
472,Aug 12,904.0,578.0,389.0,marjorie taylor greene georgia candidate ties baseless qanon conspiracy theory gop runoff us house seat cnn projects,1,1,2
473,Aug 11,564.0,108.0,115.0,anyone attending gathering 100 people new hampshire required wear face covering gov chris sununu announced,1,0,1
474,Aug 11,600.0,41.0,194.0,pac12 conference ceo group unanimously voted cancel fall sports season including football,1,0,0
475,Aug 11,37200.0,1700.0,6900.0,joe biden names kamala harris running mate making first black south asian american woman major us partys presidential ticket,1,1,2
476,Aug 11,731.0,169.0,275.0,rep karen bass california told joe biden vice presidential pick source says follow live updates,1,0,2
477,Aug 11,544.0,74.0,228.0,big ten conference postponed 2020 football season due pandemic follow live updates,1,0,1
478,Aug 11,3900.0,487.0,821.0,joe biden selected running mate revealing top advisers woman invite join ticket two people familiar matter say,1,1,2
479,Aug 11,744.0,203.0,407.0,florida reporting record number coronavirusrelated deaths,1,0,2
480,Aug 11,3400.0,580.0,2700.0,florida reports 137 increase virus infections kids past month time period hospitalizations jumped 105,1,1,2
481,Aug 11,1400.0,241.0,419.0,us health human services secretary alex azar reacts russias announcement approved world first covid19 vaccine point vaccine safe first,1,0,2
482,Aug 11,1200.0,92.0,418.0,new zealands prime minister jacinda ardern confirms four new locally transmitted coronavirus cases announces countrys populous city temporarily see level three restrictions,0,0,1
483,Aug 11,2000.0,483.0,1000.0,vladimir putin says russia approved coronavirus vaccine fears essential corners may cut development,1,1,2
484,Aug 11,1100.0,207.0,349.0,seattle police chief carmen best announced retirement shortly city council vote cut nearly 4 million departments budget,1,1,2
485,Aug 11,844.0,192.0,581.0,world passes 20 million coronavirus cases nears 750000 deaths five months pandemic declared,1,0,2
486,Aug 10,640.0,127.0,260.0,ousted mcdonalds ceo steve easterbrook lied engaging sexual relationships multiple employees company alleges new lawsuit,1,1,1
487,Aug 10,1900.0,364.0,662.0,china imposes sanctions 11 americans including sens marco rubio ted cruz tom cotton behaving badly hong kongrelated issues,1,1,2
488,Aug 10,961.0,98.0,301.0,former wwe wrestler james harris died age 70 according news release wrestling company,1,1,1
489,Aug 10,454.0,281.0,180.0,president trump says hes open allowing enhanced federal unemployment benefits without states paying part cost despite saturday memorandum,1,1,2
490,Aug 10,6500.0,471.0,2300.0,georgia student shared photo crowded hallway high school says received threats school temporarily switch virtual learning nine people tested positive coronavirus,1,0,2
491,Aug 9,475.0,85.0,356.0,voting puerto ricos primary elections temporarily halted today lack ballots voting centers across island election officials say,1,1,1
492,Aug 9,377.0,74.0,200.0,threegame series st louis cardinals pittsburgh pirates scheduled begin monday postponed positive covid19 test results,1,0,1
493,Aug 9,477.0,392.0,222.0,us treasury secretary mnuchin says congressional democrats need make next move stimulus talks restart compromise said,1,1,2
494,Aug 9,904.0,226.0,545.0,1000 people us died coronavirus past five days,1,0,2
495,Aug 9,1100.0,389.0,341.0,house speaker nancy pelosi calls trumps executive actions covid19 relief absurdly unconstitutional asked would sue block,1,0,2
496,Aug 9,613.0,156.0,379.0,us tops 5 million recorded covid19 cases week five states account 40 nations infections,1,1,1
497,Aug 9,273.0,278.0,170.0,top white house economic adviser larry kudlow says administration expects states able cover portion enhanced unemployment benefits trump ordered executive action,1,0,2
498,Aug 9,2100.0,168.0,1000.0,earthquake hit 2 miles town sparta north carolina around 807 et felt far away south carolina georgia,1,1,2
499,Aug 8,347.0,47.0,98.0,two bystanders killed friday two injured suspect vehicle highspeed chase police say,1,1,0
500,Aug 8,1400.0,679.0,967.0,former dallas police officer amber guyger killed unarmed black man apartment saying thought residence appealed 10year prison sentence,1,1,2
501,Aug 7,1200.0,74.0,299.0,princeton university undergraduate students fully remote fall semester schools president says,1,0,1
502,Aug 7,309.0,37.0,105.0,eric prescott kay former spokesman los angeles angels charged drug offense connection 2019 overdose death angels pitcher tyler skaggs,1,1,0
503,Aug 7,1500.0,376.0,467.0,jerry falwell jr president liberty university takes indefinite leave absence evangelical christian university says,1,1,2
504,Aug 7,951.0,426.0,627.0,trump administration rejects democratic offer agree stimulus price tag around 2 trillion indication talks continue falter may collapse two sides still far apart,1,1,2
505,Aug 7,789.0,62.0,523.0,least 16 people killed air india express crash officials say 191 people board,1,0,0
506,Aug 7,680.0,71.0,595.0,deadly plane crash india today repatriation flight operated government bring home indians stranded abroad due covid19 travel restrictions,1,0,1
507,Aug 7,560.0,53.0,406.0,least three people dead air india express flight crashed landing calicut international airport cnn news 18 reports,1,1,0
508,Aug 7,564.0,43.0,161.0,appeals court says house democrats subpoena former white house counsel mcgahn may end testifying election,1,1,0
509,Aug 7,324.0,52.0,105.0,brent scowcroft died 95 former national security adviser longtime confidant former president george hw bush key figure gulf war last days cold war,1,1,0
510,Aug 7,620.0,162.0,212.0,us added another 18 million jobs july sharp slowdown june small step economy thats still nearly 13 million jobs,1,1,2
511,Aug 6,1200.0,57.0,206.0,michigan gov gretchen whitmer signed executive order requiring face coverings worn child care centers camps,0,0,0
512,Aug 6,3800.0,245.0,713.0,facebook announced banning ads committee defend president protrump super pac,1,1,2
513,Aug 6,503.0,223.0,309.0,state department lifted global level 4 travel advisory four months warning us citizens traveling abroad,0,0,2
514,Aug 6,229.0,63.0,115.0,state departments special envoy iran resigning post secretary state mike pompeo announces,1,1,0
515,Aug 6,463.0,152.0,238.0,british tv presenter caroline flack died suicide hearing going prosecuted allegedly assaulting boyfriend feared press intrusion coroner ruled,1,1,1
516,Aug 6,797.0,236.0,337.0,ohio gov dewine announces tested positive coronavirus shortly scheduled meet president trump cleveland,1,1,2
517,Aug 6,462.0,95.0,261.0,democratic national committee unable post rapid response war room account twitter time attempted call trumps false claims children covid19 immunity,0,0,1
518,Aug 6,2800.0,180.0,569.0,new yorks attorney general sues dissolve national rifle association alleged financial misdeeds,1,1,2
519,Aug 6,308.0,51.0,221.0,revised noaa forecast predicts 19 25 named atlantic storms 2020 including three six major hurricanes category 3 stronger,1,1,0
520,Aug 6,235.0,107.0,210.0,tennessee supreme court overturns lower court ruling would allowed eligible voters vote via absentee ballots due coronavirus pandemic,1,1,1
521,Aug 6,2600.0,162.0,573.0,fauci says young americans dont weak link chain,1,0,2
522,Aug 6,513.0,91.0,133.0,house speaker nancy pelosi says remains optimistic despite hard negotiations find solution come agreement coronavirus relief bill,1,0,1
523,Aug 6,382.0,62.0,138.0,parents largest us school district must decide tomorrow whether childrens learning preference remote blend remote inperson upcoming school year,1,0,0
524,Aug 6,419.0,56.0,107.0,last weeks claims firsttime unemployment benefits fell expected,0,0,0
525,Aug 6,534.0,67.0,143.0,houston city council passed second rental relief package 20 million due impact covid19 mayor says,1,0,0
526,Aug 5,426.0,26.0,119.0,california labor commission says filed lawsuits uber lyft allegedly committing wage theft,1,1,0
527,Aug 5,2600.0,330.0,1800.0,100 students quarantined several people tested positive coronavirus mississippi school district,1,0,2
528,Aug 5,604.0,78.0,183.0,us state department says least one american killed several injured explosion beirut,1,0,1
529,Aug 5,2100.0,466.0,390.0,joe biden longer travel milwaukee wisconsin accept democratic presidential nomination due concerns coronavirus,1,1,2
530,Aug 5,13000.0,1200.0,2500.0,freshman democratic rep rashida tlaib michigan prevailed democratic primary challenge detroit city council president brenda jones cnn projects,1,1,2
531,Aug 5,183.0,27.0,55.0,us stocks open higher investors keep close eye stimulus negotiations washington,1,0,0
532,Aug 5,365.0,61.0,96.0,jackson mississippi mayor chokwe antar lumumba says worried state yet see worst coronavirus pandemic,1,0,0
533,Aug 5,673.0,37.0,327.0,least 300000 people displaced homes tuesdays devastating explosion beiruts governor marwan abboud says,1,0,0
534,Aug 5,995.0,66.0,493.0,least 100 people killed 4000 wounded massive explosion shook beirut tuesday hundreds reported missing raising fears death toll rise follow live updates,1,1,0
535,Aug 5,1800.0,153.0,465.0,third us company released study results showing coronavirus vaccine safe elicits immune response,1,1,1
536,Aug 5,530.0,41.0,217.0,anthony levandowski former uber executive oversaw selfdriving vehicle efforts pleaded guilty sentenced 18 months prison stealing internal document google related selfdriving car program,1,1,0
537,Aug 4,848.0,93.0,616.0,virgin atlantic files bankruptcy united states,1,1,1
538,Aug 4,209.0,34.0,63.0,national security adviser robert obrien returned white house tuesday period selfisolation following coronavirus diagnosis last month,1,1,0
539,Aug 4,2600.0,156.0,1300.0,death toll massive blast shook beirut reached least 73 follow live updates,1,0,1
540,Aug 4,3000.0,133.0,698.0,bipartisan group six governors signed deal would help create countrys first coordinated testing strategy absence national plan,1,1,1
541,Aug 4,548.0,81.0,155.0,mississippi gov tate reeves issued statewide mask mandate next two weeks follow live updates,1,0,1
542,Aug 4,1700.0,105.0,951.0,death toll beirut blast doubled least 50 killed many feared dead lebanons health minister told reporters follow live updates,1,0,1
543,Aug 4,350.0,27.0,142.0,cultural events 5000 people able resume france starting sept 1 french culture ministry says follow live updates,1,0,0
544,Aug 4,1900.0,87.0,966.0,least 25 people killed 2500 injured massive blast beirut port lebanons health minister says follow live updates,1,0,1
545,Aug 4,1800.0,79.0,825.0,hundreds people hospitalized eyewitness describes scene like apocalypse huge explosion beirut follow live updates,1,0,1
546,Aug 4,1200.0,80.0,739.0,large number people reportedly injured huge explosion ripped port area beirut shattering glass miles around,1,0,1
547,Aug 4,2400.0,387.0,2700.0,lebanons staterun news agency says large explosion beirut result fire warehouse firecrackers,1,1,2
548,Aug 4,1200.0,80.0,739.0,large number people reportedly injured huge explosion ripped port area beirut shattering glass miles around,1,0,1
549,Aug 4,2400.0,387.0,2700.0,lebanons staterun news agency says large explosion beirut result fire warehouse firecrackers,1,1,2
550,Aug 4,318.0,68.0,120.0,mayor de blasio warning people new york city take tropical storm isaias seriously city preparing heavy rain high winds flooding potential along threat tornadoes,1,0,1
551,Aug 4,286.0,29.0,101.0,ford ceo jim hackett retiring october replaced automakers chief operating officer jim farley,1,0,0
552,Aug 4,385.0,61.0,208.0,tornado watch issued several major metropolitan areas including new york city philadelphia tropical storm isaias travels east coast follow live updates,1,0,0
553,Aug 4,786.0,99.0,389.0,germany currently experiencing second coronavirus wave physicians association country says,1,0,1
554,Aug 4,708.0,52.0,286.0,hurricane isaias makes landfall north carolina maximum sustained winds 85 mph,1,0,0
555,Aug 4,492.0,42.0,174.0,isaias becomes hurricane sustained winds 75 mph according national hurricane center landfall expected hours,1,1,0
556,Aug 3,765.0,138.0,347.0,result positive coronavirus tests st louis cardinals players staffers fourgame series detroit tigers postponed,1,1,1
557,Aug 3,2600.0,257.0,745.0,new york prosecutors say trump investigation goes beyond hush money payments ask judge dismiss lawsuit challenging subpoena,1,1,2
558,Aug 3,414.0,46.0,197.0,tropical storm isaias expected make landfall hurricane tonight national hurricane center says latest advisory follow live updates,1,0,0
559,Aug 3,741.0,33.0,158.0,nobel laureate john hume architect good friday agreement brought decades deadly sectarian violence across ireland end died 83,0,0,0
560,Aug 3,1400.0,117.0,464.0,drastic new lockdown measures imposed australias victoria state including melbourne include 6week curfew ban weddings gatherings shuttering non essential industries,1,1,1
561,Aug 3,427.0,42.0,152.0,authorities manchester england declare major incident due increase coronavirus infections rates multiple localities,1,0,0
562,Aug 3,881.0,138.0,378.0,doug pederson head coach philadelphia eagles tested positive covid19 team said statement,1,0,1
563,Aug 3,869.0,166.0,274.0,microsoft says still discussing potential purchase tiktok talking trump said would ban popular app us,1,1,2
564,Aug 2,595.0,176.0,471.0,controversial trump administration pick top pentagon post placed senior role days nomination hearing canceled,1,1,2
565,Aug 2,4100.0,108.0,646.0,nasa astronauts splashdown gulf mexico historic mission aboard spacex crew dragon capsule follow live updates,1,0,1
566,Aug 2,1000.0,639.0,369.0,dr deborah birx strongly defends record criticism house speaker nancy pelosi doesnt confidence white house coronavirus task force coordinators handling pandemic,1,1,2
567,Aug 2,1500.0,61.0,261.0,nasa astronauts robert behnken douglas hurley set return home international space station aboard spacex crew dragon capsule follow live updates,1,1,0
568,Aug 2,497.0,50.0,287.0,wildfire burning cherry valley california east los angeles grown size 12000 acres forcing 7800 people evacuate according riverside county fire department,1,1,0
569,Aug 2,277.0,30.0,95.0,south georgia prison put lockdown two staff members three inmates injured according georgia department corrections,1,1,0
570,Aug 2,1000.0,639.0,369.0,dr deborah birx strongly defends record criticism house speaker nancy pelosi doesnt confidence white house coronavirus task force coordinators handling pandemic,1,1,2
571,Aug 2,1500.0,61.0,261.0,nasa astronauts robert behnken douglas hurley set return home international space station aboard spacex crew dragon capsule follow live updates,1,1,0
572,Aug 2,497.0,50.0,287.0,wildfire burning cherry valley california east los angeles grown size 12000 acres forcing 7800 people evacuate according riverside county fire department,1,1,0
573,Aug 2,277.0,30.0,95.0,south georgia prison put lockdown two staff members three inmates injured according georgia department corrections,1,1,0
574,Aug 2,718.0,77.0,103.0,indian bollywood star amitabh bachchan says tested negative covid19 sunday back home,1,0,1
575,Aug 2,1000.0,178.0,362.0,areas widespread covid19 case increases cases need stopped first talks reopening schools safely dr deborah birx says,1,0,2
576,Aug 2,1300.0,238.0,300.0,stacey abrams blasts trumps suggestion could delay 2020 election saying seeking distract failed leadership,1,0,2
577,Aug 2,406.0,51.0,123.0,tropical storm isaias continues move closer florida follow live updates,1,1,0
578,Aug 2,1500.0,141.0,752.0,premier australias secondlargest state announces even stricter lockdown measures introducing nightly curfew banning virtually trips outdoors region reported 671 new infections single day,1,1,1
579,Aug 2,634.0,76.0,264.0,search ends seven marines one sailor feared dead training accident california coast,1,1,1
580,Aug 2,2400.0,168.0,599.0,wilford brimley mustachioed actor appeared big screen television shows quaker oats commercials died 85,1,1,2
581,Aug 2,2300.0,1400.0,1700.0,unprecedented move reporters wont allowed gop convention charlotte nc month delegates formally nominate president trump,1,0,2
582,Aug 1,497.0,71.0,244.0,detroit lions star quarterback matthew stafford placed nfls reservecovid19 list team means tested positive covid19 quarantined close contact infected person,1,0,1
583,Aug 1,732.0,80.0,255.0,university louisiana lafayette assistant football coach dj looney died age 31 schools athletics department says,1,1,1
584,Aug 1,429.0,46.0,172.0,isaias downgraded tropical storm expected strengthen back hurricane approaches florida coast,1,0,0
585,Aug 1,354.0,31.0,79.0,kennedy space center visitor complex florida closed sunday threat hurricane isaias,1,0,0
586,Aug 1,843.0,43.0,212.0,group citizen responders rescuers louisiana known united cajun navy deploying team north carolina ahead hurricane isaias,1,0,0
587,Aug 1,652.0,85.0,228.0,arizona rep raúl grijalva tested positive coronavirus office confirmed saturday,1,1,1
588,Aug 1,3100.0,458.0,1600.0,mississippi high school student tested positive coronavirus first week classes according corinth school district,1,0,2
589,Aug 1,5700.0,1400.0,2500.0,president trump says ban popular shortform video app tiktok operating united states,1,1,2
590,Aug 1,527.0,132.0,166.0,man poisoned landmark oak trees auburn universitys campus 2010 died harvey updyke 71,1,1,1
591,Aug 1,342.0,72.0,112.0,house ethics committee extends investigation georgia democratic rep sanford bishop use campaign funds,1,1,1
592,Aug 1,496.0,49.0,160.0,fda issues emergency use authorizations first two covid19 serology tests measure antibody levels,1,0,0
593,Aug 1,843.0,43.0,212.0,group citizen responders rescuers louisiana known united cajun navy deploying team north carolina ahead hurricane isaias,1,0,0
594,Aug 1,652.0,85.0,228.0,arizona rep raúl grijalva tested positive coronavirus office confirmed saturday,1,1,1
595,Aug 1,3100.0,458.0,1600.0,mississippi high school student tested positive coronavirus first week classes according corinth school district,1,0,2
596,Aug 1,5700.0,1400.0,2500.0,president trump says ban popular shortform video app tiktok operating united states,1,1,2
597,Aug 1,527.0,132.0,166.0,man poisoned landmark oak trees auburn universitys campus 2010 died harvey updyke 71,1,1,1
598,Aug 1,342.0,72.0,112.0,house ethics committee extends investigation georgia democratic rep sanford bishop use campaign funds,1,1,1
599,Aug 1,496.0,49.0,160.0,fda issues emergency use authorizations first two covid19 serology tests measure antibody levels,1,0,0
600,May 31,1300.0,78.0,550.0,christo vladimirov javacheff known monumental environmental artworks late wife died,1,1,1
601,May 31,1200.0,238.0,353.0,20 cities imposed curfews sunday night response violent protests across country death george floyd,0,0,2
602,May 31,2500.0,86.0,447.0,us astronauts robert behnken douglas hurley successfully disembark board international space station,1,1,1
603,May 31,2900.0,1300.0,1200.0,trump announces us designate antifa terrorist organization pointed farleft groups responsible many violent us protests,1,0,2
604,May 31,2600.0,60.0,464.0,nasa astronauts aboard spacex crew dragon spacecraft successfully dock international space station saturdays historic launch,1,1,0
605,May 31,1100.0,220.0,189.0,new jersey sen cory booker calls legislative change says weaker long injustice persisted us,1,0,2
606,May 31,4600.0,411.0,848.0,atlanta mayor keisha lance bottoms rebukes president rhetoric says stoking racial tensions us saying trump stop talking making worse,1,0,2
607,May 31,2100.0,1200.0,1500.0,us national security adviser robert obrien says dont think theres systemic racism americas police forces,0,0,2
608,May 31,2000.0,74.0,315.0,faithful return st peters square pope francis resumes traditional greeting window first time nearly three months,1,0,1
609,May 31,1800.0,430.0,852.0,officer jacksonville florida stabbed slashed neck currently hospital jacksonville sheriff mike williams said,1,0,2
610,May 31,4000.0,341.0,1900.0,target temporarily closed 175 stores across united states amid protests,1,0,2
611,May 31,558.0,125.0,161.0,dozens arrests serious injuries tonight protests broke minneapolis area according minnesota dept corrections commissioner paul schnell,1,0,1
612,May 31,1900.0,179.0,935.0,ferguson missouri police department damaged evacuated according st louis county police department,1,0,2
613,May 31,1700.0,264.0,1300.0,least three people reported shot one dead amid protests downtown indianapolis police chief randal taylor said,1,0,2
614,May 31,955.0,256.0,457.0,world health organization released new guidance outdoor events mass gatherings coronavirus pandemic,1,0,2
615,May 31,1500.0,394.0,607.0,protesters marching minneapolis st paul tear gassed police tried cross lake street marshall bridge,1,0,2
616,May 31,1700.0,264.0,1000.0,national guard activated washington dc assist police handling protests around white house,1,0,2
617,May 31,832.0,155.0,304.0,police firing tear gas protesters near 5th precinct minneapolis crowd responded projectiles,1,0,1
618,May 31,795.0,137.0,333.0,chicagos mayor announced curfew starting 9 pm local time ending 6 sunday nightly notice,1,0,1
619,May 31,804.0,103.0,519.0,texas colorado activated national guard respond protests,1,0,1
620,May 31,493.0,75.0,263.0,beverly hills implement curfew 8 pm local time last 530,1,0,1
621,May 31,1200.0,98.0,704.0,mayor rochester new york declared state emergency ordered curfew 9 pm saturday 7 sunday,1,0,1
622,May 31,395.0,57.0,198.0,mayor louisville implementing curfew wake protests turned violent friday night working kentuckys governor authorize national guards assistance city,1,0,0
623,May 31,657.0,115.0,339.0,seattles mayor announced citywide curfew 5 pm 5 saturday sunday wake violent protests,1,0,1
624,May 30,1700.0,249.0,725.0,police car appears fire los angeles police officers holding back line demonstrators prevent getting close car,1,0,2
625,May 30,561.0,68.0,248.0,mayor columbus ohio instituting citywide curfew 10 pm 6 rescinded,1,0,1
626,May 30,2700.0,266.0,813.0,us secret service police vehicles vandalized outside white house,1,0,2
627,May 30,504.0,50.0,135.0,georgias governor authorized use many 1500 national guard troops throughout atlanta maintain order community cleans fridays protests,1,0,0
628,May 30,528.0,62.0,177.0,cincinnatis mayor announced curfew beginning 10 pm ending 6 saturday sunday downtown area,1,0,0
629,May 30,6900.0,281.0,1500.0,two nasa astronauts make history successful launch space aboard spacex rocket,1,0,2
630,May 30,434.0,99.0,156.0,four atlanta police department officers injured one civilian shot authorities responded several fires looting across city friday night officials say,1,0,1
631,May 30,1400.0,107.0,327.0,questionable weather officials give clear spacex launch,1,0,1
632,May 30,872.0,157.0,319.0,400 500 people arrested friday nights protests los angeles lapd spokesperson says,1,0,2
633,May 30,986.0,50.0,184.0,nasa astronauts bob behnken doug hurley climb aboard spacexs crew dragon spacecraft prepare mission international space station,0,0,0
634,May 30,4400.0,380.0,3400.0,unarmed palestinian man shot killed police jerusalem israeli police say,1,1,2
635,May 30,3000.0,75.0,512.0,new york gov andrew cuomo signs bill giving death benefits families frontline workers died battling coronavirus pandemic,1,0,1
636,May 30,1700.0,439.0,545.0,minnesotas governor fully mobilizes national guard saying violent protests state longer george floyds death,1,0,2
637,May 30,768.0,141.0,336.0,portland mayor ted wheeler declares state emergency issues overnight curfew night unrest city office says,1,1,1
638,May 30,1500.0,526.0,1100.0,two federal protective service officers suffered gunshot wounds protests friday night oakland california police say one officers died injury,1,0,2
