,tweets_Text,has_image,has_Link,tweets_ResponseCategory
2821,president trump says hell nominate william barr next attorney general previously led justice department george hw bush,1,0,0
2822,nominations 61st grammy awards today heres list songs artists awards,1,0,0
2823,us economy added 155000 jobs november weaker expected still sign strong labor market unemployment rate unchanged 37,1,0,0
2824,white house chief staff john kelly expected resign soon sources say trump stopped speaking recent days,0,0,2
2825,former major league baseball infielders luis valbuena josé castillo killed car crash venezuela playing countrys winter league team said,0,0,0
2826,kevin hart tweets hes stepping oscars host apologizes lgbtq community insensitive words watch cnn,0,0,2
2827,police give allclear cnn employees return offices new york bomb threat forced evacuation,0,0,1
2828,cnns new york offices studios evacuated due phoned bomb threat company says meantime network gone taped programming,0,0,2
2829,irregularities found second north carolina county contested house race,0,0,0
2830,julian assange leave ecuadors embassy london uk guarantees wont extradited face death penalty president lenin moreno says,0,0,1
2831,southwest airlines flight slid runway californias hollywood burbank airport heavy rain faa says injuries reported,0,0,0
2832,former secretary state james baker gives first eulogy former president george hw bushs texas funeral describing relationship one big brother little brother follow live updates,0,0,0
2833,least one marine killed midair collision two planes coast japan marine corps says second marine rescued five others still missing,0,0,0
2834,services held houston today former president george hw bush casket carried train presidential library interment follow live updates,0,0,0
2835,years golden globes battle blockbusters versus indies drama categories heres full list film tv nominees,0,0,0
2836,follow updates golden globe nominations best moves tv announced,1,1,0
2837,rescue teams battling bad weather search five us marines believed missing refueling plane fa18 collided midair coast japan,0,0,0
2838,former massachusetts gov deval patrick announces run president 2020 citing cruelty elections process,0,0,2
2839,car bomb killed three people injured several others outside police station irans southeastern port city chabahar staterun irna agency reports,1,1,0
2840,un requested direct access reeducation camps chinas xinjiang province one million muslim majority uyghurs reportedly imprisoned,0,0,1
2841,two us marine aircraft crashed coast japan involved midair collision japans ministry defense says,1,1,0
2842,president george hw bush lies repose st martins episcopal church houston watch live,0,0,0
2843,search underway two american aircraft crash coast japan us marine corps says,0,0,0
2844,follow updates golden globe nominations best moves tv announced,1,1,0
2845,rescue teams battling bad weather search five us marines believed missing refueling plane fa18 collided midair coast japan,1,0,0
2846,former massachusetts gov deval patrick announces run president 2020 citing cruelty elections process,1,0,2
2847,car bomb killed three people injured several others outside police station irans southeastern port city chabahar staterun irna agency reports,1,1,0
2848,un requested direct access reeducation camps chinas xinjiang province one million muslim majority uyghurs reportedly imprisoned,0,0,1
2849,two us marine aircraft crashed coast japan involved midair collision japans ministry defense says,1,1,0
2850,president george hw bush lies repose st martins episcopal church houston watch live,1,0,0
2851,search underway two american aircraft crash coast japan us marine corps says,1,0,0
2852,texas grand jury indicts border patrol agent confessed fatally shooting four women,0,0,1
2853,usa gymnastics files bankruptcy latest setback organization wake larry nassar sexual abuse scandal,1,0,0
2854,exclusive new satellite images reveal activity previously unknown north korean missile base underscoring divide us denuclearization,1,0,2
2855,former president george w bush delivers emotional eulogy fathers state funeral follow live updates,1,0,1
2856,watch live former president george w bush gives eulogy fathers state funeral,1,0,0
2857,presidential historian jon meacham speaks former president george hw bushs state funeral says lion led us loved us follow live updates,1,0,0
2858,town official says 24 workers amazon fulfillment center new jersey taken hospitals including one critical condition bear repellent fell shelf discharged,1,0,1
2859,watch live family friends world leaders gather state funeral former president george hw bush,1,0,0
2860,former americas next top model contestant jael strauss died battle breast cancer according update posted official fundraising page gofundme,1,1,0
2861,robert mueller asks prison time michael flynn citing substantial assistance russia probe,1,0,2
2862,kilaueas 35year eruption appears ended lead scientist hawaiian volcano observatory says,1,0,0
2863,trump confidant roger stone invokes fifth amendment rebuffing request sen dianne feinstein russia probe,1,0,2
2864,costa rican authorities think partially decomposed body found wooded area san jose florida woman reported missing last week,1,0,0
2865,dow plunges 799 points nasdaq loses nearly 4 wall streets enthusiasm uschina truce trade vanishes,1,0,1
2866,ohio state university head football coach urban meyer says retiring rose bowl citing health reasons,1,0,0
2867,gops house campaign arm says hacked midterms official tells cnn surveillance went months,0,0,1
2868,british government found contempt parliament refusing publish full legal advice underpinning brexit plan,1,0,0
2869,massive recall raw beef products linked salmonella outbreak expands cover 12 million pounds meat,1,0,1
2870,flags federal buildings canada lowered wednesday mourn george hw bush follow live updates events honoring former us president,1,0,0
2871,ohio state coach urban meyer retire rose bowl decision comes threegame suspension season playoffs miss,1,0,1
2872,russia partially unblocked ukraines ports azov sea allowing ship traffic though kerch strait ukrainian minister infrastructure volodymyr omelyan says,0,0,0
2873,israel launched operation along northern border lebanon expose thwart cross border tunnels says dug hezbollah israeli army says,0,0,0
2874,france suspend planned fuel price hike yellow vest protests erupted violence weekend prompting calls calm government talks,0,0,1
2875,british government power unilaterally halt brexit process eus top legal advisers say,0,0,0
2876,questionandanswer website quora warned late monday hackers gained access personal data many 100 million users,1,1,0
2877,postal service suspend deliveries close offices wednesday national day mourning honoring former president george hw bush,1,0,1
2878,cia director gina haspel expected brief small group lawmakers tuesday murder journalist jamal khashoggi congressional source says,1,0,0
2879,congress weighs twoweek extension ahead government shutdown deadline,1,0,0
2880,mike pence gives remarks service former president george hw bush follow live updates,1,0,1
2881,former president george hw bushs casket loaded onto presidential plane final journey washington follow live updates,1,0,0
2882,former president george hw bush eulogized son former president george w bush wednesdays memorial follow live updates week remembrances,1,0,0
2883,years announcement grammy awards nominees moved friday due wednesdays memorial service former president bush,1,0,0
2884,number people unaccounted northern californias devastating camp fire dropped 25 officials say thats onetime high 1000 people,0,0,0
2885,least one child dead 40 people mostly children injured bus carrying youth football team overturns interstate 30 west benton arkansas,0,0,0
2886,qatar leave opec january focus natural gas production becoming first middle eastern country pull,1,1,1
2887,president trump says china agreed cut tariffs cars imports united states,1,1,2
2888,green bay packers announced fired head coach mike mccarthy sunday 13th season helm,0,0,1
2889,actor ken berry known roles tv comedies f troop mamas family died saturday 85,1,0,1
2890,central illinois coping damages injuries blitz tornadoes saturday 22 twisters reported national weather service,1,0,0
2891,jamal khashoggi sharply critical saudi crown prince private messages may offer new clues killing,0,0,1
2892,alabama clemson notre dame oklahoma set play college football playoff,1,0,0
2893,former fbi director james comey says sit private deposition house republicans filing legal challenge force public hearing,1,0,1
2894,1000 aftershocks magnitude 15 greater shaken alaska since fridays big quake us geological survey geophysicist said,0,0,0
2895,donald trump chinas xi jinping agreed temporary truce trade highly anticipated dinner argentina,0,0,2
2896,top us naval commander middle east found dead residence bahrain navy says,0,0,1
2897,200 people arrested dozens injured paris clashes erupted police protesters police spokesman says,0,0,0
2898,president george hw bushs last words son george love,0,0,1
2899,president donald trump russian president vladimir putin informal conversation friday nights dinner g20 summit white house says,0,0,2
2900,secretary state mike pompeo said trump canceled g20 meeting vladimir putin solely russian aggression ukraine denying developments mueller investigation factor,0,0,2
2901,former president george hw bush died led time sweeping global change including collapse soviet union 94,0,0,2
2902,kansas city chiefs cut star running back kareem hunt video surfaced appearing show pushing kicking woman,0,0,2
2903,michael cohen impression trump would offer pardon exchange staying message support president sources say,0,0,2
2904,200 people arrested dozens injured paris clashes erupted police protesters police spokesman says,1,0,0
2905,president george hw bushs last words son george love,1,0,1
2906,president donald trump russian president vladimir putin informal conversation friday nights dinner g20 summit white house says,1,0,2
2907,secretary state mike pompeo said trump canceled g20 meeting vladimir putin solely russian aggression ukraine denying developments mueller investigation factor,1,0,2
2908,former president george hw bush died led time sweeping global change including collapse soviet union 94,1,0,2
2909,kansas city chiefs cut star running back kareem hunt video surfaced appearing show pushing kicking woman,1,0,2
2910,michael cohen impression trump would offer pardon exchange staying message support president sources say,1,0,2
2911,department homeland security formally requested pentagon extend deployment activeduty troops southern border,1,0,1
2912,earlier tweet saying officer indicted manslaughter charge removed court records showed manslaughter murder charge entered clerk confirmed murder charge one prosecutors moving forward,1,0,0
2913,former dallas police officer says killed man mistaking apartment indicted murder charge,1,0,1
2914,tsunami warning alaska issued earthquake canceled 10000 customers power energy company reports,1,0,1
2915,new jersey man accused setting fire two homes cover killings brothers family intends plead guilty,1,0,0
2916,tsunami warning effect coastal areas alaska magnitude 70 earthquake strikes near anchorage follow live updates,1,0,1
2917,president trump poses french president macron japanese prime minister abe g20 summit group photo follow live updates,1,0,2
2918,michael cohen expected plead guilty misleading congress russia investigation,1,0,2
2919,philippines news website rappler chief executive indicted tax evasion charges case civil liberties advocates say part crackdown dissent,1,0,0
2920,deutsche bank offices raided 170 investigators money laundering probe connected panama papers,1,0,1
2921,unilever ceo paul polman retiring end year decade charge one worlds biggest consumer goods businesses,1,1,0
2922,trump putin meet saturday sidelines g20 summit argentina russian presidential aide yuri ushakov told state news agency ria novosti,1,1,2
2923,life expectancy us declined 2016 2017 yet 10 leading causes death remained three government reports say,1,1,1
2924,ahead high stakes meeting chinese us leaders g20 summit buenos aires top us security official demanded release two young americans say theyve prevented leaving china,1,1,0
2925,exclusive trump administration ban bump stocks coming days last year las vegas gunman rigged weapons devices killing 58,1,0,2
2926,45day extension us troops southern border mission discussion department homeland security pentagon two administration officials say,1,0,1
2927,certain romaine lettuce safe eat public health agencies say steer clear romaine six california counties,1,0,1
2928,former rep ed pastor first latino member house represent arizona died 75,1,0,0
2929,police believe body found north carolina 13yearold abducted outside home three weeks ago,1,0,1
2930,dow surges 600 points fed hints rate hikes slow,1,0,0
2931,president trump wouldnt rule pardoning former campaign chair paul manafort interview new york post,1,0,2
2932,spongebob squarepants creator stephen hillenburg died battle als,1,0,2
2933,robert mueller investigating 2017 meeting paul manafort ecuadors president whether discussed wikileaks source tells cnn,0,0,1
2934,annual un report card shows largest gap ever efforts combat global warming countries need prevent catastrophe,0,0,1
2935,three us service members killed ied blast afghanistan us military says three others american contractor wounded,0,0,1
2936,authorities discovered bodies six people including 7yearold girl house japanese town takachiho,1,1,1
2937,fda says ongoing e coli outbreak linked end season harvest parts california,1,0,1
2938,winter storm causing travel chaos 1000 us flight cancellations theres snow misery ahead,1,0,1
2939,extrump campaign adviser george papadopoulos first person charged robert muellers office arrives prison serve 14day sentence,0,0,2
2940,gm cutting 15 salaried staff shutting several iconic plants centuryold automaker tries reinvent,0,0,2
2941,russia detained 24 sailors aboard ukrainian navy ships seized strategic waterway sunday russian state media says,0,0,1
2942,bernardo bertolucci awardwinning italian director last tango paris died aged 77 following battle cancer italian officials confirm,1,1,1
2943,united arab emirates pardoned matthew hedges british citizen charged spying emirati court,0,0,1
2944,winter storm caused thanksgiving travel chaos bring high winds snow monday pushes northeast midwest toward lower great lakes,1,1,0
2945,humanitarian organizations working crisishit yemen called us end support saudi arabia united arab emirates bloody conflict middle eastern state jointly released open letter says,1,1,1
2946,many 145 whales died found stranded remote beach new zealand conservation officials say,1,1,2
2947,us authorities launched tear gas disperse migrants attempted cross united states tijuana witnesses say,0,0,2
2948,house oversight committee chairman trey gowdy suggests videotaping former fbi director james comey closeddoor testimony prevent selective leaking avoid carnival atmosphere,0,0,2
2949,ukrainian military says russian boats opened fire naval vessels coast crimea escalating standoff kerch strait,0,0,1
2950,actor magician ricky jay died natural causes los angeles home longtime manager says,1,0,0
2951,asylumseeking migrants near us southern border customs officials closed vehicle pedestrian lanes mexico near san diego,1,0,2
2952,millions blizzard warning powerful storm expected bring heavy snow wind rain large swath country,0,0,1
2953,least 31 people died boat accident uganda police say boat poor mechanical shape overloaded passengers,1,0,1
2954,nfl linebacker reuben foster arrested domestic violence charge tampa hotel,1,0,1
2955,us embassy democratic republic congo says received credible specific information possible terrorist threat us facilities kinshasa,1,0,1
2956,leaders 27 remaining eu countries endorse brexit withdrawal deal britain goes uk parliament vote,0,0,1
2957,taiwanese voters rejected samesex marriage referendum dealing blow lgbt advocates hoped island would become first place asia allow samesex unions,0,0,1
2958,british parliament obtained set internal facebook documents company fought months stop made public according facebook lawyer involved suit firm,0,0,1
2959,millions blizzard warning powerful storm expected bring heavy snow wind rain large swath country,1,0,1
2960,least 31 people died boat accident uganda police say boat poor mechanical shape overloaded passengers,1,0,1
2961,nfl linebacker reuben foster arrested domestic violence charge tampa hotel,1,0,1
2962,us embassy democratic republic congo says received credible specific information possible terrorist threat us facilities kinshasa,1,0,1
2963,leaders 27 remaining eu countries endorse brexit withdrawal deal britain goes uk parliament vote,1,0,1
2964,taiwanese voters rejected samesex marriage referendum dealing blow lgbt advocates hoped island would become first place asia allow samesex unions,1,0,1
2965,british parliament obtained set internal facebook documents company fought months stop made public according facebook lawyer involved suit firm,1,0,1
2966,100 sea turtles found dead cape cod massachusetts conservationists say deaths due extreme cold,0,0,2
2967,taiwanese president tsai ingwen resigns head proindependence democratic progressive party losses local government elections state media reports,1,0,0
2968,armed man killed alabama officer likely fire rounds injured two others police say say suspect remains large,1,0,2
2969,dozens people arrested across france antigovernment protests turn violent,1,0,1
2970,british film director nicolas roeg died age 90 influential work came 1970s 80s films like dont look man fell earth david bowie,1,0,0
2971,uk spain reach agreement status gibraltar paving way brexit deal sundays eu summit,1,0,0
2972,pakistan detains leader hardline islamist movement dozens supporters ahead protests christian womans acquittal blasphemy charges,1,0,1
2973,police paris fire tear gas water cannon protesters angry rising fuel prices government policies french interior minister blames clashes farright extremists infiltrating demonstrations,1,0,1
2974,us oil prices plummet 7 knocking crude 51 barrel first time since october 2017,1,0,1
2975,bomb smuggled market inside carton killed many 31 people northern pakistan according officials,1,0,1
2976,shooting mall alabama left two people injured gunman dead thursday night authorities said,1,0,1
2977,armed attackers tried storm chinese consulate karachi pakistan according state governor four people died including two police officers hospital official said,1,1,1
2978,trump says authorized troops usmexico border use lethal force also threatens close border,1,0,2
2979,unconventional thanksgiving call troops trump chided courts attacked migrants defended daughter’s emails,1,0,2
2980,house republicans issue subpoenas former fbi director james comey former attorney general loretta lynch seeking private depositions democrats take power,1,0,2
2981,britains security services missed opportunities prevent terror attack killed 22 people ariana grande concert manchester may 2017 parliamentary report concludes,1,0,0
2982,nissan removed chairman carlos ghosn arrest earlier week suspicion financial misconduct,1,0,0
2983,head russian military intelligence died age 63 russian state news agencies report,1,1,2
2984,leader controversial south korean church promoted chastity 130000 followers sentenced 15 years prison found guilty multiple counts sexual assault harassment,1,1,1
2985,democrat carolyn bourdeaux concedes incumbent republican rep rob woodall georgias 7th congressional district race following recount,1,0,1
2986,president donald trump fires back chief justice john roberts issues rare rebuke presidents disparaging remarks federal judges,1,0,2
2987,peace talks end conflict yemen take place sweden next weeks secretary defense james mattis says,1,0,1
2988,supreme court chief justice john roberts makes rare statement rebuke president trumps criticism obama judge,1,0,2
2989,lfo singer devin lima scored hit 1999 pop groups summer girls dies age 41,1,0,1
2990,dow jumps 150 points opening bell sp 500 gains 08 nasdaq climbs 15 gains come dow plummeted 948 points prior two days,1,0,1
2991,international police agency interpol elected acting head south korean kim jong yang new president statement official twitter account says,0,0,1
2992,watch live president trump pardons national thanksgiving turkey traditional white house event,1,0,2
2993,president trump signals us wont punish saudi arabias crown prince journalists killing written statement subtitled america first,1,0,2
2994,least 40 people killed 60 others injured blast wedding hall kabul afghan officials police say,1,0,1
2995,judge blocks trump administration denying asylum claims immigrants cross border illegally,1,1,2
2996,one person died trail derailment near barcelona officials said early tuesday morning,1,1,1
2997,man wielding knife shot attacked officer outside police station central brussels tuesday morning brussels police spokesman tells cnn,1,1,1
2998,police officer doctor pharmaceutical assistant dead shooting chicago hospital gunman also killed,1,0,2
2999,one person killed least three injured shooting downtown denver officials say,1,0,1
3000,exclusive president trump expected give us troops southern border authority protect border agents migrants us officials say,1,0,2
3001,least three people suspect critical condition shooting hospital chicago officials say,1,0,1
3002,chicagos mercy hospital secured police say shooting left officer critical condition multiple people injured suspect identified 32yearold man,1,0,1
3003,nissan oust chairman alleging serious misconduct carlos ghosn considered one world’s top auto executives,1,1,1
3004,former new york city mayor michael bloomberg donates recordbreaking 18 billion johns hopkins university,1,0,2
3005,sean diddy combs publicly grieves ex kim porter heartfelt tribute three days death,1,0,1
3006,former secretary state condoleezza rice downplayed espn report nfl’s cleveland browns considering head coach position,1,0,2
3007,trump says visit us troops war zones first time presidency announcement comes criticized missing visit arlington national cemetery veterans day,1,0,2
3008,democratic sen bill nelson concedes florida senate race republican gov rick scott completion statewide recount,1,0,2
3009,north carolina teacher disappeared last month touring mexico dead according governor chihuahuas verified facebook page,1,0,1
3010,floridas recount come conclusion gop gov rick scott leading incumbent democrat bill nelson states senate race,1,0,2
3011,california democrat gil cisneros defeats young kim adding yet another blue seat partys new house majority,1,0,0
3012,california democrat mike levin defeats republican diane harkey hotly contested race vacant us house seat cnn projects,1,0,1
3013,harley rouda defeats california republican dana rohrabacher securing another seat new democratic majority us house representatives cnn projects,1,0,1
3014,vice president pence says us going stand killing journalist jamal khashoggi ensured responsible would held accountable,1,0,2
3015,death toll californias camp fire rises 76 searchers find five remains,1,0,1
3016,democratic candidate andrew gillum concedes republican opponent ron desantis effectively ending florida governors race,1,0,2
3017,state department says us drawn final conclusion responsible saudi journalist jamal khashoggis death,1,0,2
3018,republicanled house committee final days power plans subpoena former fbi director james comey former attorney general loretta lynch source says,1,0,2
3019,president trump plans nominate acting chief environmental protection agency andrew wheeler permanently lead agency,0,0,0
3020,president trump says hes personally written answers robert muellers questions isnt agitated russia investigation,0,0,2
3021,babe ruth elvis presley miriam adelson among people awarded highest honor president give civilian watch live,0,0,1
3022,betsy devos education department proposes new rules handling sexual harassment assault colleges would bolster rights accused,0,0,2
3023,federal judge sides cnn orders white house reinstate jim acostas press pass initial victory cnn lawsuit,1,0,2
3024,least 8 people dead nearly 300000 customers without power strong winter storm moves across eastern half us,1,0,0
3025,nearly 40 years collapse pol pots regime cambodia international tribunal rules khmer rouge committed genocide resulted deaths estimated 17 million people,1,0,1
3026,death toll camp fire northern california grown 63 people,1,0,1
3027,man accused killing two black people kroger kentucky last month indicted federal hate crime charges,1,0,2
3028,contested us senate race florida headed hand recount,1,0,1
3029,judge presiding cnns lawsuit white house restore jim acostas press pass rescheduled next hearing friday 10,0,0,2
3030,us postal service reports loss 39 billion fiscal year 2018 despite growth shipping packaging business,0,0,1
3031,roy clark country music star former host longrunning tv series hee haw died thursday publicist says,1,0,2
3032,british prime minister theresa may vows fight troubled plan leave eu unswayed cabinet resignations party opposition,0,0,0
3033,marjory stoneman douglas school shooter nikolas cruz allegedly attacked jail guard took stun gun fight arrest report shows,1,0,2
3034,white houses response cnn lawsuit says president pick choose journalists get press pass,1,0,2
3035,israeli defense minister avigdor liberman resigns opposition ceasefire deal israel gaza,1,0,1
3036,one pilot dead another hospitalized plane crash texas air force base,1,1,0
3037,us vice president mike pence told myanmars civilian leader aung san suu kyi treatment countrys stateless rohingya muslim population inexcusable,1,1,2
3038,camp fire claimed 48 lives 8800 structures northern california breaking state records officials say,1,0,1
3039,democrat katie porter taken lead republican rep mimi walters californias 45th district,1,0,2
3040,stunning move first lady melania trump calling firing deputy national security adviser mira ricardel,1,0,2
3041,ecigarette maker juul says halt retail sales flavor products part plan restrict vaping access minors,1,0,1
3042,federal judge blocks georgia secretary state certifying election results friday states governors race remains unsettled,1,0,1
3043,british prime minister theresa may calls emergency cabinet meeting discuss draft brexit deal,1,0,0
3044,cnn files lawsuit president trump top aides banning reporter jim acosta,1,0,2
3045,people familiar audio recording killing journalist jamal khashoggi say contains instruction tell boss us intelligence officials believe reference saudi crown prince ny times reports,1,0,2
3046,yearlong competition drew interest hundreds cities amazon chosen new york northern virginia split duty second headquarters wall street journal reports,1,0,1
3047,least 42 people died camp wildfire northern california deadliest destructive wildfire states history,1,0,1
3048,democratic republic congo facing worst ebola outbreak countrys history according officials 200 people died disease since august,0,0,1
3049,least 29 people died northern californias camp fire one deadliest states history two people died southern californias woolsey fire,0,0,1
3050,georgia democratic party gubernatorial candidate stacey abrams campaign filed lawsuit federal court sunday asking rejected absentee ballots provisional ballots counted georgia governors race,0,0,2
3051,aerosmith guitarist joe perry hospitalized new york performing saturday night billy joel,1,0,1
3052,election overseer critical palm beach county fl tells cnn way recount three races finished thursdays deadline,1,0,2
3053,florida republican gov rick scott filing three lawsuits county election officials recount gotten underway senate contest democratic sen bill nelson,1,0,2
3054,death toll destructive wildfire california history risen 23 authorities say,1,0,1
3055,arizona democratic rep kyrsten sinemas lead republican opponent senate rep martha mcsally increases 28000 votes,1,0,2
3056,democratic candidate andrew gillum withdraws concession florida governor’s race contest heads recount,1,0,2
3057,official floridas highprofile races us senate governor head recount,1,0,2
3058,babe ruth elvis presley five others set receive presidential medal freedom highest civilian honor us,1,0,2
3059,oklahoma jury awards 255 million family cancer patient denied coverage aetna jurors say insurer acted recklessly,0,0,2
3060,turkey shared recordings related saudi journalist jamal khashoggis death saudi arabia united states united kingdom germany france,1,0,1
3061,one three major wildfires roaring though california obliterated 80 90 homes one town left nine people dead officials say,1,0,1
3062,reunification process undocumented immigrant families us government separated southern border nearly finished federal judge says,1,0,1
3063,georgia democrat lucy mcbath defeated republican rep karen handel elected congress cnn projects handel conceded tight race earlymorning statement,0,0,1
3064,sheriffs deputy one least 12 people killed shooting thousand oaks california bar follow live updates,0,0,1
3065,multiple fatalities gunman opened fired california bar cnn affiliate kabc reports shooter believed among,0,0,2
3066,multiple people injured shooting wednesday night local bar thousand oaks california authorities say,0,0,1
3067,white house says suspending pass cnns jim acosta notice hours heated exchange president trump,0,0,2
3068,jeff sessions attorney general president trump asked resign,0,0,2
3069,house minority leader nancy pelosi talks democrats takeover new divided congress watch live,0,0,1
3070,president trump praises lawmakers embraced midterms criticizes others turning backs,1,0,2
3071,president trump talks midterm election results follow live updates,0,0,1
3072,president speaks elections held gops senate majority set investigations democraticcontrolled house watch live,0,0,0
3073,florida democratic sen bill nelson calling recount race republican gov rick scott cnn called senate race scotts campaign declared victory,0,0,2
3074,cnnelection,0,0,0
3075,cnnelection,1,1,1
3076,democratic candidate stacey abrams conceding georgia governors race republican candidate brian kemp arguing high stakes contest close call,0,0,2
3077,florida democratic sen bill nelson calling recount race republican gov rick scott cnn called senate race scotts campaign declared victory,0,0,2
3078,cnnelection,0,0,0
3079,cnnelection,1,1,1
3080,democratic candidate stacey abrams conceding georgia governors race republican candidate brian kemp arguing high stakes contest close call,0,0,2
3081,cnnelection,0,0,0
3082,cnnelection,0,0,0
3083,cnnelection,0,0,0
3084,cnnelection,1,0,0
3085,cnnelection,1,0,0
3086,cnnelection,1,0,0
3087,cnnelection,1,0,1
3088,cnnelection,1,0,2
3089,cnnelection,1,0,1
3090,cnnelection,1,0,2
3091,cnnelection,1,0,0
3092,cnnelection,1,0,0
3093,cnnelection,1,0,2
3094,cnnelection,0,0,1
3095,cnnelection,0,0,0
3096,cnnelection,1,0,1
3097,cnnelection,1,0,0
3098,cnnelection,0,0,0
3099,cnnelection,0,0,0
3100,cnnelection,0,0,1
3101,cnnelection,1,0,0
3102,cnnelection,0,0,1
3103,cnnelection,1,0,0
3104,cnnelection,0,0,2
3105,cnnelection,1,0,0
3106,cnnelection,1,0,2
3107,cnnelection,1,0,0
3108,cnnelection,1,0,0
3109,cnnelection,1,0,1
3110,cnnelection,1,0,1
3111,cnnelection,1,0,0
3112,cnnelection,1,0,0
3113,cnnelection,0,0,0
3114,cnnelection,1,0,0
3115,cnnelection,0,0,0
3116,cnnelection,1,0,1
3117,cnnelection,1,0,0
3118,cnnelection,1,0,0
3119,cnnelection,0,0,0
3120,cnnelection,1,0,0
3121,cnnelection,1,0,0
3122,cnnelection,1,0,1
3123,cnnelection,1,0,0
3124,cnnelection,1,0,1
3125,cnnelection,0,0,1
3126,cnnelection,1,0,0
3127,cnnelection,0,0,1
3128,cnnelection,0,0,0
3129,cnnelection,1,0,1
3130,cnnelection,0,0,1
3131,cnnelection,1,0,0
3132,cnnelection,0,0,0
3133,colorado man pleads guilty killing pregnant wife 2 daughters part plea deal,1,0,2
3134,cnnelection,1,1,1
3135,subway bomber akayed ullah found guilty six counts including perpetrating terrorist attack 2017s attack walkway nyc subway system six people injured blast,1,0,0
3136,measles diagnosed 17 children new yorks orthodox jewish community three children infected visit israel large measles outbreak,1,0,1
3137,six people arrested part investigation suspected plan attack french president emmanuel macron source says,1,0,0
3138,japans children teens killed highest rate 30 years new government report says,1,0,1
3139,chairman joint chiefs says us military members sent southern border involved denying entry migrants,1,0,2
3140,us olympic committee wants revoke usa gymnastics status sports governing body following organizations sex abuse scandal,1,0,0
3141,united states officially reimposed penalties lifted part 2015 iranian nuclear deal,1,0,1
3142,lion air flight 610 intact engines running crashed high speed java sea head indonesias national transportation safety committee say,0,0,0
3143,california teacher arrested confrontation student turned violent music class,1,0,2
3144,son slain journalist jamal khashoggi says hopes fathers death wasn’t painful brother makes emotional appeal return body,1,0,1
3145,‘snl’ star pete davidson criticized mocking appearance texas congressional candidate former navy seal lost eye combat,1,0,2
3146,british man set record longest staged swim swimming around mainland great britain 1791mile trek started june 1 ended sunday,1,0,1
3147,lelisa desisa ethiopia mens division new york city marathon mary keitany kenya dominated womens division,1,0,0
3148,death toll italys historic flooding rises 29 countrys interior minister says,1,0,0
3149,egyptian security forces killed 19 militants response deadly attack coptic christians weekend countrys interior ministry says,1,0,0
3150,brian kemps office says launched investigation georgia democratic party following failed attempt hack states voter registration system,1,0,2
3151,least 60 british business leaders calling public brexit vote amid concerns uk exit european union without agreement next spring,1,0,0
3152,three girls woman killed truck driven wisconsin man struck girl scout troop picking trash along roadway,1,0,2
3153,least 13 people died result truck crash northwestern china chinese state media says,1,0,0
3154,brooklyn man arrested charged hate crimes antisemitic messages found temple police said,1,0,2
3155,negotiations uk eu brexit “undermined” good friday peace agreement irish prime minister says,1,0,0
3156,white supremacist group behind racist robocalls florida’s governor race targeted georgia candidate stacey abrams,1,0,2
3157,one person died another could missing partial building collapse amazon fulfillment center southeast baltimore,0,0,0
3158,update two killed 4 wounded shooting tallahassee hot yoga studio police say suspect also dead,1,0,2
3159,five people shot one fatally tallahassee hot yoga studio police say,1,0,1
3160,actor alec baldwin arrested assault new york police say,1,0,2
3161,7yearold yemeni girl whose photograph became symbol yemens longrunning conflict died countrys health ministry says,1,0,2
3162,trump administration set reimpose sanctions lifted obamas 2015 nuclear deal eight countries get exemptions keep buying iranian oil,1,0,1
3163,us economy added 250000 jobs last month unemployment rate held steady 49year low 37,1,0,2
3164,multiple armed police responded incident central london two people stabbed,1,0,1
3165,authorities believe two saudi sisters whose bodies found bound banks hudson river alive entered water source says,1,0,2
3166,least 15 people dead northeast nigeria spate attacks suspected boko haram militants residents officials say,1,0,1
3167,oprah winfrey campaigns stacey abrams democrat georgias governor race says wants people vote lynched humiliated oppressed right go polls,1,0,2
3168,pittsburgh synagogue shooting suspect robert bowers pleads guilty asks jury trial griefstricken city lay victims rest today,1,0,1
3169,three young people two adults seriously injured vehicle struck students bus stop tampa florida police say driver custody,1,0,1
3170,human rights lawyer meaza ashenafi sworn ethiopias first female supreme court chief,1,0,1
3171,indonesian investigators find flight data recorder lion air flight jt610 crashed monday killing 189 people board,1,0,0
3172,key us allies temporarily halting campaign isis syria clashes turkish forces,1,0,1
3173,university maryland fires football coach day saying would keep job suspended player died june,1,0,1
3174,president trump holds rally florida final days midterm elections follow live updates,1,0,2
3175,exclusive president trump blamed mcgahn mueller probe facetoface meeting mcgahn ended tumultuous tenure white house counsel,1,0,2
3176,journalist jamal khashoggi strangled right entered saudi consulate turkish officials say planned say body destroyed,1,0,2
3177,indonesian investigators searching flight recorders crashed lion air flight 610 heard transponder pings could lead devices,0,0,1
3178,pakistans supreme court acquitted christian woman death row almost eight years blasphemy charges,1,1,2
3179,two chinese intelligence officers charged united states justice department trying steal details type jet engine technology usbased companies,0,0,1
3180,two people killed two injured fiery helicopter crash northern new york state police trooper said,1,0,1
3181,director google x resigned following last weeks new york times report claimed sexually harassed job applicant,1,0,1
3182,journalist jamal khashoggi strangled right entered saudi consulate turkish officials say planned say body destroyed,1,0,2
3183,indonesian investigators searching flight recorders crashed lion air flight 610 heard transponder pings could lead devices,0,0,1
3184,pakistans supreme court acquitted christian woman death row almost eight years blasphemy charges,1,1,2
